goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",1,World,1,,,Region,,,,,,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,19571.74633,21317.94425,24369.26182,27107.38747,30287.99421,33458.21371,34713.73604,37118.26269,39013.40815,40864.1773,39475.66373,43066.85384,43066.85384,,,"Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,16.26551,11.60102,19.72263,25.14066,39.89748,71.50336,35.47948,332.17968,155.15284,328.87059,474.63412,529.03202,529.03202,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,49.64962,97.04884,67.80992,80.83726,112.12025,109.44297,152.22359,142.54568,144.63388,91.94677,83.61124,78.99394,78.99394,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,2.0854,3.81348,5.96382,7.73477,29.98237,6.27852,5.88846,15.22516,15.54518,14.1163,15.70778,22.25052,22.25052,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,105.5322,130.63935,132.96119,122.92153,197.0985,224.39291,237.1027,260.07802,300.10019,223.39183,237.91701,338.98628,338.98628,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,124.76878,104.14566,98.0692,94.13747,39.50284,45.38611,26.96901,33.66279,35.84362,16.06148,16.15169,17.12821,17.12821,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,118.00758,146.18654,121.50289,131.38535,147.3293,130.58854,191.88609,264.57543,304.16682,201.6742,215.32766,226.74399,226.74399,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,43.36006,41.60873,92.56124,73.57124,151.66569,81.66754,69.02787,54.38121,80.92203,54.07962,41.93937,26.6295,26.6295,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",140,Central African Republic,5,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,59.64681,27.80204,16.94678,25.42887,32.70807,82.48683,52.74199,16.05906,22.95206,18.93792,24.34617,11.41279,11.41279,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.a,"Increase Aid for Trade support for developing countries, in particular least developed countries, including through the Enhanced Integrated Framework for Trade-related Technical Assistance to Least Developed Countries",C080a01,8.a.1,I,OECD,Aid for Trade commitments and disbursements,2019.Q4.G.01,"['means of implementation', 'development finance', 'international trade', 'trade financing', 'trade promotion']",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2017 United States dollars)",144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,CON_USD,Constant USD,G,Global,262.04329,220.1037,339.2757,383.8318,309.72603,384.29619,391.00739,353.93369,425.34766,390.17767,297.35063,262.11486,262.11486,,,"[2006-2016]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
