goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	1	World	1			Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	1.7435	1.58824	1.45549	1.48931	1.51672	1.72445	1.75999	1.84643	1.6046	1.51963	1.56397	1.55562	1.53247	1.54634	1.73137	1.64075	1.49676	1.49676			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	2.48991	3.62369	3.74297	3.46915	3.976	4.62376	2.80157	2.34467	1.87166	1.50828	4.46404	4.76705	4.24095	3.6929	5.2861	3.28488	3.43129	3.43129			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2012, 2013, 2014, 2015, 2016, 2017]	2012	2017	6	PT	Percentage	G	Global												3.97198	4.08212	3.81077	3.62821	2.96837	3.78335	3.78335			Central Government	Combined IMF and FAO Questionaire. UNSD national account estimates.		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2010, 2011, 2012, 2013]	2010	2013	4	PT	Percentage	G	Global										1.14526	2.87982	3.01516	2.78972					2.78972			Budgetary Central Government	IMF data. UNSD national account estimates		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	4.78481	6.08839	2.29117	3.81275	4.73378	6.10644	5.64504	5.83995	4.5973	2.58435	2.99173	2.58529	2.10315	4.66881	6.29874	5.21184	4.33183	4.33183			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	11.27231	10.19063	10.22215	14.09241	14.32852	13.28132	11.0921	9.88053	11.57201	10.97647	9.75118	7.82992	6.50204	6.68628	7.35763	7.32904	5.80249	5.80249			Central Government	IMF data. UNSD national account estimates		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2006, 2007, 2008, 2009]	2006	2009	4	PT	Percentage	G	Global						4.23937	2.19237	5.20289	3.64937									3.64937			Budgetary Central Government	IMF data. UNSD national account estimates		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017]	2009	2017	8	PT	Percentage	G	Global									1.44561	1.46386	1.458	1.47744		1.16029	1.01261	1.18256	0.98271	0.98271			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	13	Central America	4	419	Latin America and the Caribbean	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	2.65348	2.03104	2.30669	2.54209	2.24368	2.39831	2.74802	2.99403	2.82471	4.50177	4.16173	4.20895	2.7925	2.68915	2.51157	2.20955	1.71915	1.71915			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2001, 2002, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	15	PT	Percentage	G	Global	9.06116	9.58033			4.91424	4.19841	4.966	4.85178	4.19491	4.7198	5.87865	4.50445	4.28343	3.40839	4.37015	2.54483	2.35023	2.35023			Central Government	Official country publications. UNSD national account estimates.		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	135	Caucasus and Central Asia	1			Group						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	3.95256	4.36424	5.0386	5.80067	3.47867	3.65584	3.79089	3.54986	3.8864	3.71491	4.08918	3.85623	3.39806	3.13778	3.64206	3.63432	2.71751	2.71751			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	4.41648	4.91837	4.50733	4.43913	6.24202	5.88084	6.04099	4.95801	5.49859	4.74998	5.50849	4.40798	4.11202	4.0165	3.83678	4.2257	4.52856	4.52856			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2008, 2009, 2010]	2008	2010	3	PT	Percentage	G	Global								1.32346	1.96924	1.76354								1.76354			Budgetary Central Government	IMF data. UNSD national account estimates		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	143	Central Asia	3	142	Asia	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	3.95256	4.36424	5.49394	6.21135	3.66856	3.9281	4.04939	4.65431	4.59608	4.54045	5.09126	4.93157	4.09553	3.56922	4.1891	3.92276	2.83842	2.83842			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	3.62858	3.61542	3.65362	3.50558	3.97698	4.79568	4.41122	5.88148	5.46039	5.32972	5.2936	4.87494	3.95046	5.74084	6.32323	5.64577	5.34309	5.34309			Central Government	FAO Questionnaire. UNSD national account estimates.		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.a	Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries	C020a01	2.a.1	I	FAO	The agriculture orientation index for government expenditures	2019.Q4.G.01	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']	AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	145	Western Asia	3	142	Asia	Region						[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global	0.8919	0.83761	0.86761	1.18313	0.85605	2.60971	3.22602	2.90879	3.07715	2.79985	2.85182	2.41049	2.20236	2.23651	2.28646	2.3765	2.31193	2.31193			Combined Budgetary and Central Government Expenditure	Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.		_X: Data nature not available
