goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	typeOfProduct_code	typeOfProduct_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2005	value_2010	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	1	World	1			Region						AGG_AGR	Agricultural products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5	PT	Percentage	G	Global	12.93599	7.37243	7.03912	9.83704	6.22832	6.22832				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	1	World	1			Region						ALP	All products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5	PT	Percentage	G	Global	3.21674	2.54088	2.53283	2.92776	2.17318	2.17318				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	1	World	1			Region						AGG_ARMS	Arms	[2005, 2010, 2015, 2016, 2017]	2005	2017	5	PT	Percentage	G	Global	4.961	2.81624	2.776	4.32229	2.71047	2.71047				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	1	World	1			Region						AGG_CLTH	Clothing	[2005, 2010, 2015, 2016, 2017]	2005	2017	5	PT	Percentage	G	Global	9.2266	7.59432	7.3031	10.11329	6.56997	6.56997				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	1	World	1			Region						AGG_OIL	Oil	[2005, 2010, 2015, 2016, 2017]	2005	2017	5	PT	Percentage	G	Global	0.49149	0.26917	0.25412	0.37785	0.24144	0.24144				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	1	World	1			Region						AGG_IND	Industrial products	[2005, 2010, 2015, 2016, 2017]	2005	2017	5	PT	Percentage	G	Global	2.50032	2.11066	2.01012	2.16313	1.6816	1.6816				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	1	World	1			Region						AGG_TXT	Textiles	[2005, 2010, 2015, 2016, 2017]	2005	2017	5	PT	Percentage	G	Global	6.80199	5.19155	4.92601	5.78683	4.53358	4.53358				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	AGG_ARMS	Arms	[2005, 2015, 2017]	2005	2017	3	PT	Percentage	G	Global	7.5		9.66506		5.0	5.0				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ALP	All products	[2005, 2010, 2015, 2017]	2005	2017	4	PT	Percentage	G	Global	4.07692	2.63016	1.89641		1.61826	1.61826				Market Access Map data, International Trade Centre (ITC)		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.10	Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda	C171001	17.10.1	I	WTO, ITC, UNCTAD	Worldwide weighted tariff-average	2019.Q4.G.01	['means of implementation', 'international trade', 'market access', 'tariff preferences']	TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	AGG_CLTH	Clothing	[2005, 2010, 2015, 2017]	2005	2017	4	PT	Percentage	G	Global	14.1007	12.54855	4.37007		1.95247	1.95247				Market Access Map data, International Trade Centre (ITC)		C: Country data
