goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,_T,Both sexes,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,38.0,,,,38.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,M,Male,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,,,44.3,39.7,43.9,43.9,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,,,50.9,50.2,47.4,47.4,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,F,Female,"[2015, 2016, 2017]",2015,2017,3,PT,Percentage,G,Global,,,,,,60.8,69.4,53.4,53.4,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,_T,Both sexes,"[2012, 2013, 2014, 2015, 2016]",2012,2016,5,PT,Percentage,G,Global,,,18.0,22.1,20.1,19.7,22.1,,22.1,,,Source: DANE. The ECSC 2016 collects information extending to 2015.,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,_T,Both sexes,"[2010, 2013]",2010,2013,2,PT,Percentage,G,Global,33.0,,,22.0,,,,,22.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",24,Angola,5,17,Middle Africa,Country,17.57817062,-12.33724746,AGO,1,1,_T,Both sexes,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,36.2,,36.2,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,31.92,24.13,31.74,27.89,24.98,27.38,33.1,31.3,31.3,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,_T,Both sexes,"[2012, 2016]",2012,2016,2,PT,Percentage,G,Global,,,17.7,,,,20.0,,20.0,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.3,Promote the rule of law at the national and international levels and ensure equal access to justice for all,C160301,16.3.1,II,UNODC,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,2019.Q4.G.01,"['violence', 'crime']",VC_PRR_PHYV,"Police reporting rate for physical assault, by sex (%)",32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,_T,Both sexes,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,41.5,,41.5,,,UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations,UNODC,,_X: Data nature not available
