goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2004	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	F	Female	[2011]	2011	2011	1	PT	Percentage	G	Global							9.8							9.8			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	Both sexes	[2004, 2009, 2014]	2004	2014	3	PT	Percentage	G	Global	2.1				2.4					2.2				2.2			Respondents aged 15 years and older	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global										3.7				3.7			Respondents aged 15 years and older	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global										0.5				0.5			Respondents aged 15 years and older	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	F	Female	[2008]	2008	2008	1	PT	Percentage	G	Global				3.9										3.9			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	Both sexes	[2009]	2009	2009	1	PT	Percentage	G	Global					2.0									2.0			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global												4.8		4.8			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	Both sexes	[2006, 2009, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	8	PT	Percentage	G	Global		1.3			1.5			1.3	1.2	1.0	1.0	1.4	1.2	1.2			"UN-CTS: The item is restricted to ""attempts to force or coerce into sex or other sexual activity"" (Sexual penetration is a separate item). Includes both physical and non-physical sexual assault."	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	F	Female	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global												2.1	2.1	2.1			"UN-CTS: The item is restricted to ""attempts to force or coerce into sex or other sexual activity"" (Sexual penetration is a separate item). Includes both physical and non-physical sexual assault."	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	M	Male	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global												0.7	0.4	0.4			"UN-CTS: The item is restricted to ""attempts to force or coerce into sex or other sexual activity"" (Sexual penetration is a separate item). Includes both physical and non-physical sexual assault."	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
