goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	1	World	1			Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			0.31735	0.37729	0.30537	0.34035	0.35932	0.41827	0.43178	0.4759	0.55593	0.54057	0.55499	0.57383	0.58005	0.62177	0.62183	0.59249	0.55399	0.54714	0.54714				UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	13	Central America	4	419	Latin America and the Caribbean	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			3.09056	3.1141	3.04441	2.66111	2.51858	2.55172	2.56324	2.47764	2.36663	2.34362	2.44589	2.41139	2.50765	2.53463	2.63339	2.93742	2.95027	2.87838	2.87838				UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	135	Caucasus and Central Asia	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			0.20316	0.24521	0.2384	0.26001	0.29896	0.3252	0.36747	0.4393	0.47608	0.50538	0.43553	0.45526	0.53766	0.55441	0.51193	0.45885	0.42305	0.42097	0.42097				UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			0.25454	0.2784	0.26216	0.27621	0.27479	0.29228	0.30427	0.31706	0.35938	0.41329	0.3964	0.40875	0.45855	0.47593	0.49452	0.52265	0.48293	0.47347	0.47347			[2000-2011]: Excluding Mayotte, Réunion, South Sudan. // [2012-2017]: Excluding Mayotte, Réunion.	UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	142	Asia	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			27.46325	26.72319	27.34824	27.91949	29.12613	29.92262	30.16386	30.40199	31.84089	33.13485	35.44538	36.29531	37.54289	37.90168	37.73209	37.3842	36.76465	37.67135	37.67135				UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	143	Central Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			0.16163	0.19752	0.18664	0.19514	0.22815	0.24499	0.27733	0.33716	0.36496	0.39249	0.33316	0.33916	0.41572	0.4339	0.39534	0.34063	0.30531	0.30454	0.30454				UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	145	Western Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			3.25758	3.25686	3.36605	3.48162	3.80589	3.98871	4.00963	4.36591	4.88037	4.94735	4.73284	4.85057	5.12016	5.28478	5.4185	5.72054	5.51757	5.3075	5.3075				UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	15	Northern Africa	3	2	Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			0.73836	0.78348	0.79496	0.74172	0.79293	0.83164	0.82428	0.92341	1.05258	1.25025	1.15892	1.0407	1.18176	1.20215	1.18041	1.17355	1.12828	1.07891	1.07891			[2000-2011]: Including South Sudan.	UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	150	Europe	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			40.74414	41.99431	42.41234	43.80753	43.33064	42.14152	42.32443	43.19566	42.35432	41.26672	38.64034	38.19477	36.27311	36.14209	36.06006	35.14993	36.48364	36.30737	36.30737			Including Guadeloupe, Martinique, Mayotte, Réunion.	UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	151	Eastern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			3.21384	3.68712	3.9643	4.33486	4.66143	4.81306	5.27808	6.02368	6.53487	5.78729	5.79622	6.0366	5.83854	5.85252	5.70094	5.18127	5.41024	5.72173	5.72173				UNCTADstat		CA: Country adjusted data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.11	Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020	C171101	17.11.1	I	WTO, ITC, UNCTAD	Developing countries’ and least developed countries’ share of global exports	2019.Q4.G.01	['means of implementation', 'international trade', 'market access']	TX_IMP_GBMRCH	Developing countries and least developed countries share of global merchandise imports (%)	154	Northern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage			9.04399	9.14384	9.35308	9.0416	8.78915	8.57524	8.67934	8.31815	7.5755	7.53845	7.01388	6.85753	6.71707	6.52139	6.70668	6.74674	7.04594	6.70733	6.70733				UNCTADstat		CA: Country adjusted data
