goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,60.7301028156894,37.5770163449217,92.6213104621619,114.328708112571,144.189742620438,93.1215521847403,146.75323038332,117.584432833421,117.584432833421,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,47.7328440582586,43.7641109557357,37.8515549488072,51.2597268801854,43.2881234963993,50.5217162409654,103.295435012364,94.8328322112706,94.8328322112706,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",11,Western Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,909.434523523959,831.164700790245,1027.4469047668,1225.35078251676,1424.70198808924,1911.1385885482,1580.45614020602,1660.13484207892,1660.13484207892,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,9.72717524112254,5.12149096573928,6.14423084287643,5.40902894065138,5.48672143824964,1.26387840438819,5.84111461110153,2.91883590770612,2.91883590770612,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,100.059501069621,51.7135211147697,53.8147628606967,63.3610919787362,61.7939363603872,65.0893130711953,46.742372918585,76.2840685034383,76.2840685034383,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,1.50069194121318,2.7131020465887,0.461593530520231,0.274649465901485,0.146015557534519,0.305486477546541,0.732257277532125,0.422039297472664,0.422039297472664,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,23.5148369068626,91.266424995994,40.0671574815227,67.6155770153295,66.3732812687635,95.6284276799571,52.2025006871257,50.2311793131058,50.2311793131058,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",127,Southern Asia (excluding India),1,,,Group,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,742.438701716508,483.796052792236,637.641173733609,829.307551596425,657.926322760086,675.308107220896,806.592551473717,911.473171909442,911.473171909442,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",13,Central America,4,419,Latin America and the Caribbean,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,77.8820355529797,73.7922932750149,82.9400300151693,68.9791618327731,78.9139634731208,110.693940639732,78.3429351362313,77.7473597041945,77.7473597041945,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,1.08469813197681,2.76990234096372,4.92386385755622,3.19637884489446,1.36525451489961,2.15877047138809,0.487383714180187,1.59684510659503,1.59684510659503,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",135,Caucasus and Central Asia,1,,,Group,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,130.58043536853,120.262068465616,112.839886038966,103.968911219955,115.674420039426,88.1363915567013,141.793225994944,132.878929670649,132.878929670649,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",14,Eastern Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,1277.38102830618,1477.2897291489,1846.43510626259,2281.1016752349,1931.43163579675,2208.53502471367,2210.94357977891,2539.43448354712,2539.43448354712,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",140,Central African Republic,5,17,Middle Africa,Country,20.93559492,7.003720791,CAF,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,9.38418568479964,9.18921850233825,15.4118021388042,19.3855254615543,36.431968555807,23.2609374645995,49.9120464984373,47.6027308854901,47.6027308854901,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.b,"Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all",C030b02,3.b.2,I,OECD,Total net official development assistance to medical research and basic health sectors,2019.Q4.G.01,"['means of implementation', 'development finance', 'health', 'medical research']",DC_TOF_HLTHNT,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2017 United States dollars)",142,Asia,2,1,World,Region,,,,,,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,CON_USD,Constant USD,G,Global,1964.57424207639,1473.70386820135,1807.01867757888,2098.55860971077,1776.68186204417,1889.62713102834,2194.06429611303,2861.18616342293,2861.18616342293,,,"Net Disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million",OECD,,C: Country data
