goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	1	World	1			Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	24.7			24.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	28.8			28.8			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	3.6			3.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	0.2			0.2			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	99.0			99.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	13	Central America	4	419	Latin America and the Caribbean	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	54.7			54.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	5.6			5.6			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	7.4			7.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	142	Asia	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	17.6			17.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	143	Central Asia	3	142	Asia	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	40.3			40.3			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	4.4			4.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	145	Western Asia	3	142	Asia	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	37.8			37.8			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	15	Northern Africa	3	2	Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	19.7			19.7			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	150	Europe	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	71.5			71.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	151	Eastern Europe	3	150	Europe	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	57.8			57.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	18.8			18.8			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	154	Northern Europe	3	150	Europe	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	79.3			79.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	155	Western Europe	3	150	Europe	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	95.8			95.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	27.1			27.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	4.7			4.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	14.1			14.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	31.7			31.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_VULN	[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	5.6			5.6			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
