goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,26.0,,26.0,,,Administrative data based on most recent election results (2015).,Compiled by UNECE Statistical Division and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,N,Indicator not applicable / No elected deliberative bodies of local government.,Compiled by UN Women in collaboration with ESCAP Statistics Division,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,19.1,,19.1,,,Administrative data based on most recent election results (2015) at commune and colline levels.,Compiled by UNECA African Centre for Statistics and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,48.2,,48.2,,,Administrative data based on most recent election results (2018).,Compiled by UNECE Statistical Division and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,16.1,,16.1,,,Administrative data based on most recent election results (2014).,Compiled by UN Women in collaboration with ESCAP Statistics Division,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,25.3,,25.3,,,Administrative data based on most recent election results (2013) at commune level only.,Compiled by UNECA African Centre for Statistics and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,26.6,,26.6,,,Data based on most recent election results (2015) at municipal level obtained by NSO from Local Government Associations.,Compiled by UNECE Statistical Division and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,28.4,,28.4,,,Administrative data based on most recent election results (2016).,Compiled by UNECA African Centre for Statistics and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,24.9,,24.9,,,Administrative data based on most recent election results at regional level (2017) and municipal level (2016).,Compiled by ECLAC Division for Gender Affairs and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),16,American Samoa,4,61,Polynesia,Country,-170.7187269,-14.30587306,ASM,0,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,N,Indicator not applicable / No elected deliberative bodies of local government.,Compiled by UN Women in collaboration with ESCAP Statistics Division,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,17.6,,17.6,,,Administrative data based on most recent election results (2015).,Compiled by ECLAC Division for Gender Affairs and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),174,Comoros,5,14,Eastern Africa,Country,43.34234565,-11.66121732,COM,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,28.0,,28.0,,,Administrative data based on most recent election results (2015).,Compiled by UNECA African Centre for Statistics and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),188,Costa Rica,5,13,Central America,Country,-84.19712782,9.970998683,CRI,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,45.6,,45.6,,,Administrative data based on most recent election results (2016).,Compiled by ECLAC Division for Gender Affairs and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),191,Croatia,4,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,26.4,,26.4,,,Administrative data based on most recent election results (2017).,Compiled by UNECE Statistical Division and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),20,Andorra,4,39,Southern Europe,Country,1.576257417,42.54548611,AND,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,35.8,,35.8,,,Administrative data based on most recent local elections results (2015).,Compiled by UNECE Statistical Division and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,27.9,,27.9,,,"Administrative data based on most recent election results at the level of regions (2016), municipalities (2018) and city districts (2018).",Compiled by UNECE Statistical Division and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),204,Benin,5,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,4.6,,4.6,,,Administrative data based on most recent election results (2015).,Compiled by UNECA African Centre for Statistics and UN Women,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,I/II,"IPU, UN Women",Proportion of seats held by women in (a) national parliaments and (b) local governments,2019.Q4.G.01,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_LOCGELS,Proportion of elected seats held by women in deliberative bodies of local government (%),208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,33.3,,33.3,,,Administrative data based on most recent election results (2017).,Compiled by UNECE Statistical Division and UN Women,,C: Country data
