series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	location_code	location_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2000.0	14.0					World Development Indicators database, World Bank	Source: Eurostat.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2001.0	16.0					World Development Indicators database, World Bank	Source: Eurostat.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2002.0	14.0					World Development Indicators database, World Bank	Source: Eurostat.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2005.0	18.4					World Development Indicators database, World Bank	Source: Eurostat. Poverty line is relative. Government estimate.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2006.0	22.0					World Development Indicators database, World Bank	Source: Eurostat. Poverty line is relative. Government estimate.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2007.0	21.4					World Development Indicators database, World Bank	Source: Eurostat. Poverty line is relative. Government estimate.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2008.0	21.8					World Development Indicators database, World Bank	Source: Eurostat. Poverty line is relative. Government estimate.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2009.0	20.7					World Development Indicators database, World Bank	Source: Eurostat. Poverty line is relative. Government estimate.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2010.0	22.2					World Development Indicators database, World Bank	Source: Eurostat. Poverty line is relative. Government estimate.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	100	Bulgaria	2011.0	21.2					World Development Indicators database, World Bank	Source: Eurostat. Poverty line is relative. Government estimate.	CA	Country adjusted data	PT	Percentage	_T	All areas	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
