series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	quantile_code	quantile_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	1	World	19.83864					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)	2016				1			Region					
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	1	World	22.24043					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown	2016				1			Region					
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	100	Bulgaria	48.19672					National Statistical Institute - Government of Republic of Bulgaria	Multi-Topic Household Survey	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)	2007				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	100	Bulgaria	47.71536					National Statistical Institute - Government of Republic of Bulgaria	Multi-Topic Household Survey	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown	2007				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	11	Western Africa	7.87435					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown	2016				4	202	Sub-Saharan Africa	Region					
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	11	Western Africa	6.23729					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)	2016				4	202	Sub-Saharan Africa	Region					
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	112	Belarus	39.38569					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)	2008				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	112	Belarus	43.08533					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown	2008				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	112	Belarus	36.75283					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)	2009				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	112	Belarus	40.88504					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown	2009				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
