series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	typeOfSkill_code	typeOfSkill_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2001.0	1.0974					PIRLS 2001		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2006.0	0.3378					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2006.0	1.06108					PIRLS 2006		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2006.0	0.29092					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2009.0	0.37895					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2009.0	0.43465					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2011.0	0.80442					PIRLS 2011		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2012.0	0.43346					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2012.0	0.40214					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2015.0	0.46792					PISA 2015		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2015.0	0.81394					TIMSS 2015		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	100	Bulgaria	2015.0	0.43001					PISA 2015		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	108	Burundi	2014.0	0.81967					PASEC 2014		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	108	Burundi	2014.0	0.98637					PASEC 2014		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	12	Algeria	2015.0	0.60507					PISA 2015		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	12	Algeria	2015.0	0.48916					PISA 2015		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	120	Cameroon	2014.0	0.21691					PASEC 2014		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	120	Cameroon	2014.0	0.28124					PASEC 2014		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2003.0	0.87244					PISA 2003		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2003.0	0.86633					PISA 2003		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2006.0	0.86678					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2006.0	0.85739					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2009.0	0.87378					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2009.0	0.84479					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2012.0	0.8252					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2012.0	0.82343					Programme for the International Assessment of Adult Competencies (PIAAC)		C	Country data	RO	Ratio	_T	Total or not breakdown	G	Global	SKILL_NMRCY	Numeracy				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2012.0	0.86579					Programme for the International Assessment of Adult Competencies (PIAAC)		C	Country data	RO	Ratio	_T	Total or not breakdown	G	Global	SKILL_LTRCY	Literacy				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2012.0	0.86986					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2015.0	0.86115					PISA 2015		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	124	Canada	2015.0	0.82467					PISA 2015		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	144	Sri Lanka	2012.0	0.83656					Skills Towards Employability and Productivity (STEP) of World Bank		C	Country data	RO	Ratio	_T	Total or not breakdown	G	Global	SKILL_LTRCY	Literacy				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	148	Chad	2014.0	0.6028					PASEC 2014		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	148	Chad	2014.0	0.49408					PASEC 2014		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2006.0	0.52908					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2006.0	0.89189					LLECE 2006		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2006.0	0.90567					LLECE 2006		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2006.0	0.26485					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2009.0	0.38642					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2009.0	0.58049					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2011.0	0.49633					TIMSS 2011		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2012.0	0.33319					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2012.0	0.52745					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2013.0	0.97032					LLECE 2013		C	Country data	RO	Ratio	ISCED11A_0_G23	Grades 2/3	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2013.0	0.95279					LLECE 2013		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2013.0	0.54118					National Learning Assessment (NLA): Sistema de MediciĂłn de la Calidad de la EducaciĂłn (SIMCE); Grade 8; Minimum proficiency level: Elementary		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2013.0	0.96828					LLECE 2013		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_TOT_SESPI	Low to high socio-economic parity status index for achievement (ratio)	152	Chile	2013.0	0.89386					LLECE 2013		C	Country data	RO	Ratio	ISCED11A_0_G23	Grades 2/3	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
