series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	typeOfSkill_code	typeOfSkill_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.03622					PIRLS 2001		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2001				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	0.99788					TIMSS 2003		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2003				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.06924					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.03289					PIRLS 2006		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.34505					PISA 2006		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.11643					TIMSS 2007		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2007				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.04101					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.32213					PISA 2009		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.02563					PIRLS 2011		C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2011				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.32769					PISA 2012		C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2012				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
