series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	35.9					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	1990				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	34.0					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	1993				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	29.4					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	1996				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	28.6					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	1999				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	25.5					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	2002				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	20.7					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	2005				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	18.2					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	2008				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	15.7					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	2010				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	13.7					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	2011				1			Region					
SI_POV_DAY1	Proportion of population below international poverty line (%)	1	World	12.8					World Development Indicators database, World Bank	Retrieved on March 20, 2019 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm). The income-country categories within the six geographical regions are (a) low- and middle-income countries and (b) countries eligible to receive loans from the World Bank (such as Chile) and recently graduated countries (such as Estonia). See (http://iresearch.worldbank.org/PovcalNet/data.aspx).	G	Global monitoring data	PT	Percentage	G	Global	2012				1			Region					
