series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	77.46174					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2011				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	87.8908					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2011				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	66.57496					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2011				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	66.44968					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2012				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	87.66555					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2012				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	77.26826					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2012				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	77.7937					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2013				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	88.05651					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2013				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	67.0781					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2013				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	67.72446					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2014				1			Region					
