series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	120	Cameroon	1.4					DHS		C	Country data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2004				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	140	Central African Republic	24.2					MICS		C	Country data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2010				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	148	Chad	38.4					DHS		C	Country data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global	2015				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	15	Northern Africa	91.5					DHS, MICS and other national surveys	Based on 2 countries covering 65 per cent of the regional population of adolescent girls aged 15 to 19 years	E	Estimated data	PT	Percentage	Y15T19	15 to 19 years old	F	Female	G	Global	2003				3	2	Africa	Region					
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	15	Northern Africa	88.8					DHS, MICS and other national surveys	Based on 2 countries covering 65 per cent of the regional population of adolescent girls aged 15 to 19 years	E	Estimated data	PT	Percentage	Y15T19	15 to 19 years old	F	Female	G	Global	2008				3	2	Africa	Region					
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	15	Northern Africa	83.0					DHS, MICS and other national surveys	Based on 2 countries covering 65 per cent of the regional population of adolescent girls aged 15 to 19 years	E	Estimated data	PT	Percentage	Y15T19	15 to 19 years old	F	Female	G	Global	2013				3	2	Africa	Region					
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	15	Northern Africa	73.9					DHS, MICS and other national surveys	Based on 2 countries covering 65 per cent of the regional population of adolescent girls aged 15 to 19 years	E	Estimated data	PT	Percentage	Y15T19	15 to 19 years old	F	Female	G	Global	2018				3	2	Africa	Region					
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	202	Sub-Saharan Africa	34.8					DHS, MICS and other national surveys	Based on 25 countries covering 68 per cent of the regional population of adolescent girls aged 15 to 19 years	E	Estimated data	PT	Percentage	Y15T19	15 to 19 years old	F	Female	G	Global	2003				3	2	Africa	Region					
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	202	Sub-Saharan Africa	31.8					DHS, MICS and other national surveys	Based on 25 countries covering 68 per cent of the regional population of adolescent girls aged 15 to 19 years	E	Estimated data	PT	Percentage	Y15T19	15 to 19 years old	F	Female	G	Global	2008				3	2	Africa	Region					
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	202	Sub-Saharan Africa	29.3					DHS, MICS and other national surveys	Based on 25 countries covering 68 per cent of the regional population of adolescent girls aged 15 to 19 years	E	Estimated data	PT	Percentage	Y15T19	15 to 19 years old	F	Female	G	Global	2013				3	2	Africa	Region					
