series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	cities_code	cities_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	100	Bulgaria	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	VARNA	"Varna
"	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	100	Bulgaria	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SOFIA	"Sofia
"	2011				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	112	Belarus	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MINSK	Minsk	2007				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	112	Belarus	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	N	Non-relevant	PT	Percentage	G	Global	NOCITI	All areas or breakdown by cities not available	2012				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	12	Algeria	80.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ALGIERS	Algiers	2009				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	120	Cameroon	43.6					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	YAOUNDE	Yaounde	2009				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	124	Canada	98.97291					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	TORONTO	Toronto	2015				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	124	Canada	97.97291					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MONTREAL	Montreal	2015				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	132	Cabo Verde	70.57					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PRAIA	Praia	2012				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	144	Sri Lanka	81.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	DEHIWALA-MOUNTLAVINIA	Dehiwala-Mount Lavinia	2007				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	144	Sri Lanka	77.3					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MORATUWA	Moratuwa	2007				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	67.3					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	VALPARAISO_VALPARAISO	Valparaiso, Valparaiso	2001				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	75.1					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	TARAPACA_ARICA	Tarapaca, Arica	2001				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	83.2					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANTIAGO_SANTIAGO	Santiago, Santiago	2001				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	89.7					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SANTIAGO_PROVIDENCIA	Santiago, Providencia	2001				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	79.51					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MAGALLANES_PUNTAARENAS	Magallanes, Punta Arenas	2001				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	82.31					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	LOSLAGOS_PUERTOMONTT	Los Lagos, Puerto Montt	2001				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
