series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	location_code	location_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	100	Bulgaria	2002.0	19.16667					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		CA	Country adjusted data	PT	Percentage	Y20T74	20 to 74 years old	_T	All areas	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	100	Bulgaria	2002.0	10.34708					Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.		CA	Country adjusted data	PT	Percentage	Y20T74	20 to 74 years old	_T	All areas	M	Male	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	100	Bulgaria	2010.0	17.43042					Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.		CA	Country adjusted data	PT	Percentage	Y20T74	20 to 74 years old	_T	All areas	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	100	Bulgaria	2010.0	8.88875					Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.		CA	Country adjusted data	PT	Percentage	Y20T74	20 to 74 years old	_T	All areas	M	Male	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	112	Belarus	2015.0	16.94458					Calculated by UNSD based on available country data from the Time use survey in Belarus to apply ICATUS.		CA	Country adjusted data	PT	Percentage	Y_GE10	10 years old and over	_T	All areas	F	Female	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	112	Belarus	2015.0	8.81958					Calculated by UNSD based on available country data from the Time use survey in Belarus to apply ICATUS.		CA	Country adjusted data	PT	Percentage	Y_GE10	10 years old and over	_T	All areas	M	Male	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	2012.0	3.33333					Calculated by UNSD based on available country data from the National Survey on time use of Algerians  ENET 2012 to apply ICATUS.	Travel related to unpaid domestic work is not included.	CA	Country adjusted data	PT	Percentage	Y_GE12	12 years old and over	U	Urban	M	Male	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	2012.0	2.91667					Calculated by UNSD based on available country data from the National Survey on time use of Algerians  ENET 2012 to apply ICATUS.	Travel related to unpaid domestic work is not included.	CA	Country adjusted data	PT	Percentage	Y_GE12	12 years old and over	R	Rural	M	Male	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	2012.0	18.75					Calculated by UNSD based on available country data from the National Survey on time use of Algerians  ENET 2012 to apply ICATUS.	Travel related to unpaid domestic work is not included.	CA	Country adjusted data	PT	Percentage	Y_GE12	12 years old and over	U	Urban	F	Female	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	2012.0	19.58333					Calculated by UNSD based on available country data from the National Survey on time use of Algerians  ENET 2012 to apply ICATUS.	Travel related to unpaid domestic work is not included.	CA	Country adjusted data	PT	Percentage	Y_GE12	12 years old and over	_T	All areas	F	Female	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
