series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	1	World	2000.0	30.0		33.0	26.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	30,091.8	26,605.6	33,577.9	1			Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	1	World	2005.0	32.0		35.0	28.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	32,021.1	28,799.9	35,242.4	1			Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	1	World	2010.0	35.0		38.0	31.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	35,222.9	31,460.4	38,985.5	1			Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	1	World	2015.0	38.0		43.0	33.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	38,590.2	33,541.9	43,638.5	1			Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	1	World	2018.0	40.0		46.0	34.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	40,063.5	34,043.2	46,083.9	1			Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	143	Central Asia	2000.0	532.9		850.6	326.2		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global				3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	143	Central Asia	2005.0	517.0		714.7	369.9		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global				3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	143	Central Asia	2010.0	618.6		894.8	421.5		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global				3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	143	Central Asia	2015.0	724.6		1.0	401.9		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global			1,262.0	3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	143	Central Asia	2018.0	725.3		1.0	345.6		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global			1,440.7	3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	145	Western Asia	2000.0	1.0		2.0	1.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	1,552.1	1,129.9	2,117.0	3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	145	Western Asia	2005.0	1.0		2.0	1.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	1,732.0	1,182.4	2,508.9	3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	145	Western Asia	2010.0	2.0		3.0	1.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	2,022.1	1,146.9	3,470.2	3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	145	Western Asia	2015.0	2.0		4.0	1.0		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	2,367.0	1,071.1	4,938.4	3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	145	Western Asia	2018.0	2.0		5.0	980.2		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	2,499.6		5,858.4	3	142	Asia	Region					
SH_STA_OVRWGTN	Children moderately or severely overweight (millions)	15	Northern Africa	2000.0	1.0		2.0	919.9		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUM_U5_M	Millions of children aged 0-59 months	Y0T4	under 5 years old	G	Global	1,673.0		2,950.1	3	2	Africa	Region					
