series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	2000.0	73.5					United Nations Population Division, Department of Economic and Social Affairs, United Nations.		E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	2005.0	74.8					United Nations Population Division, Department of Economic and Social Affairs, United Nations.		E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	2010.0	75.3					United Nations Population Division, Department of Economic and Social Affairs, United Nations.		E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	2015.0	75.4					United Nations Population Division, Department of Economic and Social Affairs, United Nations.		E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	2019.0	75.7					United Nations Population Division, Department of Economic and Social Affairs, United Nations.		E	Estimated data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				1			Region					
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	104	Myanmar	2001.0	56.0					Myanmar 2001 Fertility and Reproductive Health Survey	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	C	Country data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	104	Myanmar	2016.0	74.9					Myanmar 2015-2016 Demographic and Health Survey		C	Country data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	Burundi	2002.0	17.3					Burundi 2002 Enquęte Socio-démographique et de Santé de la Reproduction	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	C	Country data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	Burundi	2011.0	32.8					Burundi 2010 Demographic and Health Survey		C	Country data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	Burundi	2017.0	38.0					Burundi 2016 Demographic and Health Survey (DHS)		C	Country data	PT	Percentage	Y15T49	15 to 49 years old	F	Female	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
