series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	81.94266					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2015				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	87.07947					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2015				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	87.23241					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2015				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	87.38503					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	86.6559					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	81.42951					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	81.45829					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	86.50668					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	1	World	87.06883					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				1			Region					
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	Burundi	34.92845					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	Burundi	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	Burundi	81.70638					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	Burundi	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	Burundi	82.46703					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	108	Burundi	35.45476					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	112	Belarus	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	116	Cambodia	48.40097					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	120	Cameroon	38.76213					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_SANI	Schools with access to access to single-sex basic sanitation, by education level (%)	127	Southern Asia (excluding India)	80.81973					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				1			Group					
