series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	1	World	2015.0	144.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	Observation value represents the number of countries with death registration data that are at least 75 percent complete.	_X	Data nature not available	NUMBER	Number	G	Global				1			Region					
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	1	World	2016.0	148.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	Observation value represents the number of countries with death registration data that are at least 75 percent complete.	_X	Data nature not available	NUMBER	Number	G	Global				1			Region					
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	1	World	2017.0	149.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	Observation value represents the number of countries with death registration data that are at least 75 percent complete.	_X	Data nature not available	NUMBER	Number	G	Global				1			Region					
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	100	Bulgaria	2015.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	100	Bulgaria	2016.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	100	Bulgaria	2017.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	104	Myanmar	2015.0	0.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	104	Myanmar	2016.0	0.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	104	Myanmar	2017.0	0.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	112	Belarus	2015.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	112	Belarus	2016.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	112	Belarus	2017.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	116	Cambodia	2015.0	0.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	12	Algeria	2015.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	12	Algeria	2016.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	12	Algeria	2017.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	124	Canada	2015.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	124	Canada	2016.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	124	Canada	2017.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	132	Cabo Verde	2015.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SG_REG_DETH75N	Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)	132	Cabo Verde	2016.0	1.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations	"Value ""1"" represents country\'s death registration data are at least 75 per cent complete. ""0"" represents country\'s death registration data are less than 75 per cent complete."	C	Country data	NUMBER	Number	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
