series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2000.0	37.5					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2001.0	40.5					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;Break in series: Methodology revised	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2002.0	42.3					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2003.0	37.8					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;Break in series: Methodology revised	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2004.0	41.4					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2005.0	40.6					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;Break in series: Methodology revised	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2006.0	37.6					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2007.0	36.4					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2008.0	36.5					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;Break in series: Methodology revised	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	100	Bulgaria	2009.0	35.8					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation;	C	Country data	PT	Percentage	F	Female	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
