series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	1	World	5.74375					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2000				1			Region					
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	1	World	5.54371					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2005				1			Region					
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	1	World	6.36825					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2010				1			Region					
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	1	World	6.44151					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2015				1			Region					
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	1	World	6.37532					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2016				1			Region					
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	100	Bulgaria	10.67691					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	100	Bulgaria	11.72373					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2005				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	100	Bulgaria	12.01769					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2010				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	100	Bulgaria	12.38205					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	100	Bulgaria	12.68478					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	104	Myanmar	0.37587					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2000				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	104	Myanmar	1.62248					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2005				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	104	Myanmar	2.91552					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2010				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	104	Myanmar	4.95365					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2015				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	104	Myanmar	4.7689					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2016				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	108	Burundi	8.25039					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2000				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	108	Burundi	7.66396					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2005				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	108	Burundi	7.12354					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	108	Burundi	7.48374					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	108	Burundi	7.48374					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	11	Western Africa	8.16613					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2000				4	202	Sub-Saharan Africa	Region					
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	11	Western Africa	8.24739					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2005				4	202	Sub-Saharan Africa	Region					
SH_ALC_CONSPT	Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)	11	Western Africa	7.71237					WHO Global Information System on Alcohol and Health (GISAH), 2018		G	Global monitoring data	LITRES_PURE_ALCOHOL	Litres pure alcohol	Y_GE15	15 years old and over	G	Global	2010				4	202	Sub-Saharan Africa	Region					
