series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	typeOfSkill_code	typeOfSkill_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2001.0	93.33					PIRLS 2001		C	Country data	PT	Percentage	M	Male	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2001.0	95.0493					PIRLS 2001		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2001.0	96.71					PIRLS 2001		C	Country data	PT	Percentage	F	Female	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2003.0	81.5					TIMSS 2003		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2003.0	81.67					TIMSS 2003		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2003.0	81.58639					TIMSS 2003		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	48.45974					PISA 2006		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	46.72246					PISA 2006		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	45.10445					PISA 2006		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	94.76472					PIRLS 2006		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	48.92784					PISA 2006		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	96.32					PIRLS 2006		C	Country data	PT	Percentage	F	Female	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	39.01571					PISA 2006		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	93.25					PIRLS 2006		C	Country data	PT	Percentage	M	Male	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2006.0	59.5707					PISA 2006		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2007.0	78.36					TIMSS 2007		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2007.0	70.19					TIMSS 2007		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2007.0	74.27512					TIMSS 2007		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2009.0	54.02835					PISA 2009		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2009.0	51.8125					PISA 2009		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2009.0	52.87923					PISA 2009		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2009.0	70.84815					PISA 2009		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2009.0	59.01265					PISA 2009		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2009.0	48.02583					PISA 2009		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2011.0	91.89					PIRLS 2011		C	Country data	PT	Percentage	M	Male	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2011.0	93.04844					PIRLS 2011		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2011.0	94.24					PIRLS 2011		C	Country data	PT	Percentage	F	Female	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2012.0	60.60917					PISA 2012		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2012.0	49.07408					PISA 2012		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2012.0	72.993					PISA 2012		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2012.0	56.24342					PISA 2012		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2012.0	54.85781					PISA 2012		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2012.0	57.73099					PISA 2012		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2015.0	59.38805					PISA 2015		C	Country data	PT	Percentage	F	Female	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2015.0	56.61854					PISA 2015		C	Country data	PT	Percentage	M	Male	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2015.0	91.90907					TIMSS 2015		C	Country data	PT	Percentage	_T	Both sexes	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	2015.0	92.49					TIMSS 2015		C	Country data	PT	Percentage	F	Female	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
