series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	1	World	2016.0	45.2					ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				1			Region					
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	100	Bulgaria	2016.0	88.3					ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3	ILO estimates based on country data, refers to the population effectively covered by at least one social protection cash transfer	E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	11	Western Africa	2016.0	8.7					ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				4	202	Sub-Saharan Africa	Region					
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	120	Cameroon	2016.0	8.7					ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3	ILO estimates based on country data, refers to the population effectively covered by at least one social protection cash transfer	E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	124	Canada	2016.0	99.8					ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3	ILO estimates based on country data, refers to the population effectively covered by at least one social protection cash transfer	E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	13	Central America	2016.0	67.2					ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				4	419	Latin America and the Caribbean	Region					
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	132	Cabo Verde	2016.0	30.4					ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3	ILO estimates based on country data, refers to the population effectively covered by at least one social protection cash transfer	E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	14	Eastern Africa	2016.0	11.1					ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				4	202	Sub-Saharan Africa	Region					
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	142	Asia	2016.0	39.7					ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				2	1	World	Region					
SI_COV_BENFTS	[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)	143	Central Asia	2016.0	59.3					ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)	To interpret with caution: estimates based on reported data coverage below 40% of the population	E	Estimated data	PT	Percentage	_T	Both sexes	G	Global				3	142	Asia	Region					
