series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	108	Burundi	2016.0	6.84932					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	108	Burundi	2017.0	0.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	108	Burundi	2017.0	6.84932					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	108	Burundi	2017.0	0.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	2016.0	99.46309					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	2016.0	99.71787					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	2016.0	99.75232					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	2017.0	99.62134					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	2017.0	99.80983					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	112	Belarus	2017.0	99.80738					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	120	Cameroon	2016.0	19.25515					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	120	Cameroon	2016.0	29.03094					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	2017.0	9.46602					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	132	Cabo Verde	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	2016.0	74.55396					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	2016.0	73.39954					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	2016.0	76.99272					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	2017.0	74.12306					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	2017.0	75.36337					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	135	Caucasus and Central Asia	2017.0	76.89362					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	2010.0	76.92308					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	2018.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	2018.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	136	Cayman Islands	2018.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	143	Central Asia	2016.0	75.3545					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	143	Central Asia	2016.0	75.89905					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	143	Central Asia	2017.0	76.30324					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	143	Central Asia	2017.0	75.74457					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	144	Sri Lanka	2017.0	18.88785					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	2015.0	82.4602					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	2015.0	78.61584					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	2016.0	79.34946					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	2016.0	83.43699					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	2017.0	84.82674					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	145	Western Asia	2017.0	80.96077					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	142	Asia	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2015.0	65.00361					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2015.0	62.01427					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2015.0	70.04281					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2016.0	69.53029					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2016.0	65.18112					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2016.0	62.13409					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2017.0	63.74456					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2017.0	70.87473					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	15	Northern Africa	2017.0	66.4747					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2015.0	97.64818					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				2	1	World	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2015.0	96.75415					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				2	1	World	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2016.0	96.99132					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				2	1	World	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2016.0	97.66421					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				2	1	World	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2017.0	97.85322					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				2	1	World	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	150	Europe	2017.0	97.16416					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				2	1	World	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	2016.0	95.96748					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	2016.0	85.60399					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	2016.0	97.3285					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	2017.0	97.02587					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	2017.0	98.39019					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	156	China	2017.0	92.51603					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	2016.0	76.1041					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	2016.0	44.08196					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	2016.0	82.53848					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	2017.0	72.8639					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	2017.0	39.3848					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	170	Colombia	2017.0	67.51398					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	2017.0	9.85401					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	2017.0	8.0292					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	174	Comoros	2017.0	12.7451					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	2015.0	0.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	2015.0	0.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	180	Democratic Republic of the Congo	2015.0	0.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	184	Cook Islands	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	2016.0	21.64627					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	2016.0	50.90562					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	188	Costa Rica	2016.0	50.70423					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2015.0	46.77463					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2015.0	15.91699					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2015.0	43.59512					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2016.0	43.58095					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2016.0	15.73773					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2016.0	46.79964					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2017.0	46.48478					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2017.0	16.38551					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	199	Least Developed Countries (LDC)	2017.0	43.39725					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	20	Andorra	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	202	Sub-Saharan Africa	2015.0	24.86198					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	202	Sub-Saharan Africa	2016.0	25.02586					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	202	Sub-Saharan Africa	2016.0	27.84743					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				3	2	Africa	Region					
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2001.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2001.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2002.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2002.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2003.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2003.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2004.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2004.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2005.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2005.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_ACC_INTN	Schools with access to the internet for pedagogical purposes, by education level (%)	208	Denmark	2006.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
