series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2011.0	77.46174					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2011.0	87.8908					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2011.0	66.57496					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2012.0	66.44968					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2012.0	87.66555					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2012.0	77.26826					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2013.0	77.7937					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2013.0	88.05651					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2013.0	67.0781					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2014.0	67.72446					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2014.0	88.4288					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2014.0	78.34667					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2015.0	78.94174					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2015.0	88.80594					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2015.0	68.36683					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2016.0	69.0338					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2016.0	89.38222					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2016.0	79.66891					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2017.0	79.52395					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2017.0	69.08084					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	1	World	2017.0	89.50398					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	104	Myanmar	2016.0	65.68541					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	104	Myanmar	2016.0	59.90248					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	104	Myanmar	2017.0	68.66116					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	104	Myanmar	2017.0	27.38976					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	108	Burundi	2016.0	41.50653					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	108	Burundi	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	108	Burundi	2016.0	7.71757					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	108	Burundi	2017.0	41.89294					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	108	Burundi	2017.0	8.52529					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	108	Burundi	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	2013.0	58.07941					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	2013.0	19.49744					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	2016.0	53.09033					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	2016.0	75.65147					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	2016.0	25.06722					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	2017.0	25.27455					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2011.0	70.59223					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2011.0	80.82252					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2011.0	61.33062					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2012.0	60.63991					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2012.0	79.97065					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2012.0	69.31441					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2013.0	70.56208					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2013.0	81.53492					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2013.0	59.85996					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2016.0	86.26465					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2016.0	57.1344					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2017.0	57.04311					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	127	Southern Asia (excluding India)	2017.0	86.50652					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	2016.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	2016.0	71.49758					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	2017.0	76.45631					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	2017.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	135	Caucasus and Central Asia	2016.0	99.2461					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	135	Caucasus and Central Asia	2016.0	98.94521					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	135	Caucasus and Central Asia	2017.0	99.95289					UIS		E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	135	Caucasus and Central Asia	2017.0	98.92125					UIS		E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	135	Caucasus and Central Asia	2017.0	99.24681					UIS		E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				1			Group					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	2010.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	2010.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	2010.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	2018.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	2018.0	100.0					UIS		C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
