series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	quantile_code	quantile_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	100	Bulgaria	2007.0	25.36885					National Statistical Institute - Government of Republic of Bulgaria	Multi-Topic Household Survey	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	100	Bulgaria	2007.0	13.33934					National Statistical Institute - Government of Republic of Bulgaria	Multi-Topic Household Survey	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	104	Myanmar	2009.0	2.33733					Planning Department (PD) - Ministry of National Planning and Economic Development (MNPED) and Central Statistical Organization (CSO) 	Integrated Household Living Conditions Assessment II 2009-2010	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	104	Myanmar	2009.0	0.78349					Planning Department (PD) - Ministry of National Planning and Economic Development (MNPED) and Central Statistical Organization (CSO) 	Integrated Household Living Conditions Assessment II 2009-2010	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	11	Western Africa	2016.0	8.87682					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	202	Sub-Saharan Africa	Region					
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	11	Western Africa	2016.0	8.0665					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	202	Sub-Saharan Africa	Region					
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2008.0	2.16785					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2008.0	0.95735					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2009.0	1.16548					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2009.0	2.33606					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2010.0	2.27473					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2010.0	0.93436					National Statistical Committee of the Republic of Belarus	Household Sample Survey	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2012.0	0.55285					National Statistical Committee of the Republic of Belarus	Household Sample Survey 	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2012.0	0.60336					National Statistical Committee of the Republic of Belarus	Household Sample Survey 	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2015.0	2.82066					National Statistical Committee of the Republic of Belarus	Household Sample Survey 	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2015.0	1.12192					National Statistical Committee of the Republic of Belarus	Household Sample Survey 	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2016.0	1.11034					National Statistical Committee of the Republic of Belarus	Household Sample Survey 	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	2016.0	1.97855					National Statistical Committee of the Republic of Belarus	Household Sample Survey 	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	116	Cambodia	2013.0	0.55627					National Institute of Statistics - Ministry of Planning	Socio-Economic Survey 2013	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	116	Cambodia	2013.0	1.21683					National Institute of Statistics - Ministry of Planning	Socio-Economic Survey 2013	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	120	Cameroon	2014.0	0.93659					Institut National de la Statistique - MinistĂ¨re de l'Economie, de la Planification et de l'AmĂŠnagement du Territoire	QuatriĂ¨me EnquĂŞte Camerounaise AuprĂ¨s des MĂŠnages 2014 (ECAM4)	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	120	Cameroon	2014.0	0.13809					Institut National de la Statistique - MinistĂ¨re de l'Economie, de la Planification et de l'AmĂŠnagement du Territoire	QuatriĂ¨me EnquĂŞte Camerounaise AuprĂ¨s des MĂŠnages 2014 (ECAM4)	CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	13	Central America	2016.0	5.87436					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				4	419	Latin America and the Caribbean	Region					
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	13	Central America	2016.0	4.57021					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global	Q1	Quintile 1 (poorest)				4	419	Latin America and the Caribbean	Region					
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	132	Cabo Verde	2007.0	3.5339					Instituto Nacional de EstatĂ­stica (INE)	Questionario Unificado de Indicadores Basicos de Bem-Estar (QUIBB)	CA	Country adjusted data	PT	Percentage	G	Global	_T	Total (national average) or no breakdown				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
