series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	108	Burundi	2016.0	20.47946					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	_T	Both sexes	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	108	Burundi	2016.0	21.53599					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	M	Male	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	108	Burundi	2016.0	19.44047					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	F	Female	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	112	Belarus	2012.0	0.93657					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	M	Male	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	112	Belarus	2012.0	0.96879					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	_T	Both sexes	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	112	Belarus	2012.0	1.00098					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	F	Female	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	116	Cambodia	2012.0	11.5					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	_T	Both sexes	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	116	Cambodia	2012.0	10.8					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	M	Male	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	116	Cambodia	2012.0	12.2					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	F	Female	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	12	Algeria	2012.0	3.1224					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	F	Female	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	12	Algeria	2012.0	4.32722					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	M	Male	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	12	Algeria	2012.0	3.72					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	_T	Both sexes	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	120	Cameroon	2014.0	33.36					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	_T	Both sexes	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	120	Cameroon	2014.0	38.46138					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	M	Male	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	120	Cameroon	2014.0	32.77597					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	F	Female	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	140	Central African Republic	2010.0	22.24273					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	_T	Both sexes	G	Global				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	140	Central African Republic	2010.0	22.49096					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	F	Female	G	Global				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	140	Central African Republic	2010.0	22.00184					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T14	5 to 14 years old	M	Male	G	Global				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age  (%)	148	Chad	2014.0	31.89					UNICEF and ILO calculations		CA	Country adjusted data	PT	Percentage	Y5T17	5 to 17 years old	_T	Both sexes	G	Global				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
