series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	1	World	2003.0	27.2					DHS, MICS and other national surveys	Based on 105 countries covering 77 per cent of the global population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				1			Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	1	World	2008.0	25.4					DHS, MICS and other national surveys	Based on 105 countries covering 77 per cent of the global population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				1			Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	1	World	2013.0	22.2					DHS, MICS and other national surveys	Based on 105 countries covering 77 per cent of the global population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				1			Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	1	World	2018.0	20.8					DHS, MICS and other national surveys	Based on 105 countries covering 77 per cent of the global population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				1			Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	104	Myanmar	2015.0	16.0					DHS 2015		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	108	Burundi	2017.0	19.0					DHS 2016-17		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	112	Belarus	2012.0	3.2					MICS 2012		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	116	Cambodia	2014.0	18.5					DHS 2014		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	12	Algeria	2013.0	2.5					MICS 2012-13		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	120	Cameroon	2014.0	31.0					MICS 2014		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	132	Cabo Verde	2005.0	18.0					DHS 2005		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	140	Central African Republic	2010.0	67.9					MICS 2010		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	143	Central Asia	2003.0	14.4					DHS, MICS and other national surveys	Based on 4 countries covering 52 per cent of the regional population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				3	142	Asia	Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	143	Central Asia	2008.0	8.5					DHS, MICS and other national surveys	Based on 4 countries covering 52 per cent of the regional population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				3	142	Asia	Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	143	Central Asia	2013.0	7.0					DHS, MICS and other national surveys	Based on 4 countries covering 52 per cent of the regional population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				3	142	Asia	Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	143	Central Asia	2018.0	8.0					DHS, MICS and other national surveys	Based on 4 countries covering 52 per cent of the regional population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				3	142	Asia	Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	144	Sri Lanka	2016.0	9.8					DHS 2016		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	145	Western Asia	2003.0	27.0					DHS, MICS and other national surveys	Based on 9 countries covering 71 per cent of the regional population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				3	142	Asia	Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	145	Western Asia	2008.0	23.5					DHS, MICS and other national surveys	Based on 9 countries covering 71 per cent of the regional population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				3	142	Asia	Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	145	Western Asia	2013.0	20.0					DHS, MICS and other national surveys	Based on 9 countries covering 71 per cent of the regional population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				3	142	Asia	Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	145	Western Asia	2018.0	19.1					DHS, MICS and other national surveys	Based on 9 countries covering 71 per cent of the regional population of women aged 20-24 years	E	Estimated data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				3	142	Asia	Region					
SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	148	Chad	2015.0	66.9					DHS 2014-15		C	Country data	PER_MARW_20T24Y	% of married women aged 20-24 years	Y20T24	20 to 24 years old	F	Female	G	Global				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
