series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	1	World	2017.0	3.0					DHS and other national surveys	Based on 46 countries with a population coverage of 40 per cent	E	Estimated data	PT	Percentage	Y18T29	18 to 29 years old	F	Female	G	Global				1			Region					
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	104	Myanmar	2016.0	1.2					DHS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	F	Female	G	Global				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	108	Burundi	2017.0	0.2					DHS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	M	Male	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	108	Burundi	2017.0	3.5					DHS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	F	Female	G	Global				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	116	Cambodia	2014.0	1.703818596705627					DHS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	F	Female	G	Global				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	120	Cameroon	2011.0	15.989721712117833					EDS-MICS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	F	Female	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	120	Cameroon	2011.0	4.132862					EDS-MICS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	M	Male	G	Global				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	148	Chad	2015.0	1.819308444969649					DHS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	F	Female	G	Global				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	170	Colombia	2015.0	2.2					DHS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	F	Female	G	Global				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
VC_VAW_SXVLN	Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29)	174	Comoros	2012.0	3.137080021175974					DHS		CA	Country adjusted data	PT	Percentage	Y18T29	18 to 29 years old	F	Female	G	Global				5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1
