series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	1	World	1			Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	15.33	15.01	14.95	15.17	15.41	15.47	15.76	16.01	15.89	15.11	15.88	16.05	16.01	16.05	16.2	16.21	16.27	16.39	16.47	16.47				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	11.55	11.71	11.82	12.49	12.01	12.07	12.38	13.33	12.84	12.09	11.71	12.65	12.97	12.52	12.99	13.3	13.2	13.41	13.63	13.63				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	8.49	9.29	10.67	11.44	12.56	13.49	14.56	15.75	16.89	18.16	19.86	20.84	21.04	21.25	21.54	22.13	22.9	23.46	23.93	23.93				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	12.58	11.57	10.23	11.22	10.96	11.1	11.2	11.16	10.61	10.42	10.24	10.08	10.01	9.73	10.4	10.0	10.95	10.8	10.66	10.66				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	8.18	8.11	7.63	7.46	7.37	7.46	7.46	7.61	7.54	7.41	7.27	7.8	8.36	9.32	9.77	9.47	9.2	9.23	9.26	9.26				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	17.34	17.76	18.07	18.55	20.0	20.9	21.59	21.54	22.41	21.89	22.51	23.4	24.37	22.97	22.61	21.99	22.55	22.96	23.47	23.47				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	11.5	12.25	13.15	13.61	14.52	14.06	14.91	14.73	14.24	12.02	14.69	15.94	15.88	16.23	16.16	16.49	16.44	17.08	17.74	17.74				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	4.17	4.22	4.2	3.99	3.91	3.76	3.81	3.78	3.91	4.21	4.17	4.22	4.25	4.29	4.26	4.3	4.32	4.31	4.29	4.29				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	15.11	15.53	16.0	15.19	12.93	14.77	15.17	15.13	14.4	14.64	14.47	14.99	15.15	15.22	14.53	14.18	14.12	14.03	13.93	13.93				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	15.12	14.12	13.85	13.47	13.34	13.12	12.59	12.21	11.41	10.16	10.35	10.4	10.39	10.14	10.17	10.13	10.04	10.06	9.93	9.93				UNIDO MVA 2019 Database. Available at https://stat.unido.org		M: Modeled data
