series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1993	lowerbound_1993	upperbound_1993	value_1994	lowerbound_1994	upperbound_1994	value_1995	lowerbound_1995	upperbound_1995	value_1996	lowerbound_1996	upperbound_1996	value_1997	lowerbound_1997	upperbound_1997	value_1998	lowerbound_1998	upperbound_1998	value_1999	lowerbound_1999	upperbound_1999	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
ER_RSK_LSTI	Red List Index	1	World	1			Region						[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.82062	0.81647	0.82507	0.81971	0.8157	0.82377	0.81849	0.81409	0.82268	0.81643	0.81076	0.82048	0.81407	0.80706	0.81904	0.81077	0.80353	0.81734	0.80662	0.79986	0.81322	0.80301	0.79651	0.80926	0.79925	0.79302	0.80591	0.79578	0.78959	0.80222	0.79222	0.78573	0.79853	0.78865	0.78216	0.79473	0.7847	0.77838	0.79098	0.781	0.77491	0.78752	0.77734	0.77039	0.78373	0.77434	0.7659	0.78011	0.7708	0.76007	0.77627	0.76763	0.75377	0.77336	0.76364	0.74898	0.77138	0.75976	0.74154	0.77047	0.75616	0.73791	0.76991	0.75253	0.73078	0.76917	0.74862	0.72615	0.76794	0.74597	0.71933	0.76696	0.74087	0.71351	0.76698	0.73824	0.70674	0.76629	0.73435	0.70194	0.76574	0.73435						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.94559	0.93631	0.94713	0.94556	0.93665	0.94642	0.94531	0.9367	0.94575	0.94506	0.93743	0.94569	0.94475	0.93821	0.94544	0.94439	0.93872	0.9452	0.94415	0.93819	0.94493	0.94394	0.93889	0.94469	0.94373	0.93842	0.94447	0.94352	0.9387	0.94423	0.94333	0.93881	0.944	0.94331	0.93872	0.94381	0.94333	0.93797	0.9436	0.94333	0.93734	0.9434	0.94336	0.93661	0.94342	0.94339	0.93589	0.94347	0.94341	0.93522	0.94393	0.94345	0.9345	0.94483	0.9435	0.93448	0.9447	0.94353	0.93446	0.94576	0.94357	0.93428	0.94607	0.94359	0.93412	0.94657	0.94361	0.93335	0.94708	0.94362	0.93258	0.94791	0.94364	0.93322	0.94895	0.94366	0.93229	0.94911	0.94368	0.93229	0.94994	0.94368						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.87135	0.86558	0.87615	0.87081	0.86525	0.87498	0.86968	0.86367	0.87417	0.86815	0.86121	0.87327	0.86617	0.85833	0.87221	0.86304	0.8552	0.87128	0.86041	0.852	0.86784	0.85734	0.84878	0.86517	0.85395	0.84518	0.86214	0.85097	0.84228	0.85949	0.8481	0.83945	0.85621	0.84485	0.83613	0.85244	0.84292	0.83336	0.85026	0.83957	0.82964	0.8477	0.83643	0.8272	0.84514	0.83386	0.82271	0.84288	0.83089	0.81859	0.83951	0.82798	0.8138	0.83771	0.82517	0.80969	0.83595	0.82278	0.80446	0.83508	0.81938	0.79803	0.83498	0.81682	0.7917	0.83372	0.81372	0.78725	0.83265	0.81077	0.78374	0.83272	0.80758	0.77723	0.83249	0.80574	0.77074	0.83271	0.8028	0.76853	0.83133	0.8028						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.91796	0.89565	0.92159	0.91807	0.89557	0.92141	0.91796	0.89287	0.92122	0.91805	0.89291	0.92105	0.91817	0.89225	0.92103	0.91861	0.89188	0.92102	0.91918	0.8881	0.921	0.9194	0.88799	0.921	0.91976	0.88799	0.92099	0.9202	0.88784	0.92097	0.92043	0.8871	0.92097	0.92052	0.88597	0.92112	0.92059	0.88323	0.92253	0.92071	0.88205	0.92284	0.92072	0.88155	0.92474	0.92073	0.8802	0.92522	0.92072	0.8781	0.92742	0.9207	0.87573	0.92825	0.92067	0.8751	0.92954	0.92067	0.87331	0.93174	0.92065	0.87037	0.93178	0.92065	0.87049	0.93392	0.92064	0.86905	0.93538	0.92064	0.86709	0.93614	0.92063	0.86502	0.93757	0.92063	0.86338	0.94064	0.92061	0.86152	0.9417	0.92061						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.9407	0.93396	0.94409	0.94189	0.93556	0.944	0.94298	0.9377	0.94529	0.9438	0.94031	0.94641	0.94479	0.94162	0.94753	0.94591	0.94317	0.94881	0.94703	0.9443	0.94976	0.94811	0.94554	0.95088	0.94939	0.94678	0.95217	0.95059	0.94802	0.95324	0.95187	0.94926	0.95449	0.95316	0.95055	0.95573	0.9544	0.95183	0.95697	0.95568	0.95311	0.95825	0.95697	0.9544	0.96016	0.95825	0.95568	0.96183	0.95929	0.95697	0.96387	0.96051	0.95825	0.96655	0.96172	0.9584	0.96882	0.96325	0.95841	0.97053	0.96427	0.95822	0.97187	0.96566	0.95832	0.97489	0.96718	0.95827	0.97757	0.96843	0.95806	0.98005	0.96992	0.95803	0.98255	0.97158	0.95805	0.98537	0.97245	0.9577	0.98797	0.97245						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.88974	0.87807	0.89632	0.8888	0.87833	0.89478	0.88729	0.87707	0.89348	0.88539	0.87504	0.89207	0.88263	0.87254	0.8904	0.87975	0.86882	0.88851	0.8766	0.86651	0.8853	0.87327	0.86294	0.88168	0.87019	0.86038	0.87879	0.86687	0.85601	0.87519	0.86357	0.85171	0.87234	0.86102	0.84913	0.86989	0.85742	0.84516	0.86652	0.85441	0.84174	0.86476	0.85198	0.83792	0.86117	0.84845	0.83541	0.85829	0.84565	0.82891	0.85618	0.84263	0.82543	0.85372	0.83972	0.81947	0.85263	0.83681	0.81589	0.85115	0.8325	0.81088	0.84939	0.82867	0.8024	0.84861	0.82591	0.79932	0.84831	0.82147	0.79221	0.84643	0.81764	0.784	0.84581	0.81557	0.77968	0.8448	0.8123	0.77325	0.84386	0.8123						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.90961	0.9036	0.91154	0.90921	0.90353	0.91055	0.90888	0.90351	0.91001	0.90854	0.90347	0.90942	0.90826	0.90355	0.90896	0.90793	0.90391	0.90854	0.90745	0.90348	0.9083	0.9071	0.90354	0.9081	0.90664	0.90321	0.90785	0.90634	0.9029	0.90757	0.90601	0.90229	0.9072	0.90572	0.9015	0.90668	0.90562	0.90136	0.90638	0.90561	0.90057	0.90616	0.90557	0.90017	0.90599	0.9055	0.8998	0.90587	0.9054	0.89926	0.9058	0.90531	0.89868	0.90599	0.90513	0.89847	0.9061	0.905	0.89815	0.90647	0.90488	0.89751	0.90653	0.9047	0.89698	0.90677	0.90448	0.89616	0.90703	0.9044	0.89576	0.90727	0.90424	0.89502	0.90744	0.90406	0.89464	0.90744	0.90396	0.89403	0.90775	0.90396						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.84009	0.83522	0.84428	0.83963	0.83506	0.84378	0.83944	0.83517	0.84328	0.83905	0.83478	0.84277	0.83868	0.83467	0.84252	0.83846	0.83456	0.8421	0.83829	0.83442	0.84207	0.83807	0.83424	0.84189	0.83782	0.83394	0.84178	0.83774	0.83364	0.84177	0.83767	0.83328	0.84177	0.83767	0.83297	0.84195	0.83759	0.83221	0.8421	0.83747	0.83192	0.84223	0.8374	0.83175	0.84247	0.8374	0.83146	0.84251	0.83721	0.83111	0.84249	0.83716	0.83036	0.84296	0.83708	0.82978	0.84295	0.83692	0.82928	0.84325	0.83682	0.82922	0.84348	0.83665	0.82846	0.844	0.83676	0.82796	0.84407	0.83657	0.82745	0.84463	0.83644	0.82681	0.84478	0.83641	0.82624	0.84528	0.83624	0.82601	0.84559	0.83624						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.97632	0.97525	0.97732	0.97608	0.97503	0.97695	0.9758	0.97491	0.9765	0.97553	0.97469	0.97616	0.97527	0.9745	0.9759	0.97494	0.97423	0.97555	0.97468	0.97404	0.97522	0.97443	0.97379	0.97497	0.9742	0.97355	0.9747	0.97395	0.9733	0.97444	0.97365	0.973	0.97425	0.97337	0.9726	0.97391	0.9731	0.97232	0.97366	0.97277	0.97185	0.9734	0.97242	0.97149	0.97309	0.97215	0.97116	0.97272	0.97188	0.97079	0.97249	0.97159	0.97044	0.9723	0.97133	0.97001	0.97214	0.97104	0.96967	0.97202	0.97072	0.96909	0.97187	0.97045	0.96862	0.97163	0.97001	0.96819	0.97146	0.96972	0.96767	0.97124	0.96935	0.96716	0.97108	0.96905	0.96657	0.97089	0.96876	0.96623	0.9708	0.96876						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
ER_RSK_LSTI	Red List Index	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	1993	2019	27	IX	Index	G	Global	0.86822	0.81507	0.90609	0.86858	0.81937	0.90398	0.86885	0.82046	0.90212	0.8702	0.82637	0.89874	0.87037	0.82943	0.89738	0.8725	0.83393	0.89636	0.87262	0.83692	0.89513	0.87326	0.84081	0.89541	0.8738	0.84424	0.89522	0.87419	0.84436	0.89525	0.8749	0.84729	0.89613	0.87581	0.84732	0.89678	0.87648	0.84492	0.89861	0.87755	0.84521	0.89976	0.87878	0.84441	0.90088	0.87935	0.84106	0.90497	0.88025	0.83947	0.90934	0.88172	0.83799	0.91269	0.88248	0.83337	0.91786	0.88313	0.82922	0.92566	0.88356	0.82693	0.92875	0.88625	0.82637	0.93491	0.88725	0.82328	0.94018	0.88826	0.81329	0.94728	0.88942	0.81508	0.94995	0.89003	0.80691	0.95936	0.89105	0.80275	0.96638	0.89105						BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.		E: Estimated data
