series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2013	value_2015	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	1	World	1			Region						[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.7678	0.42787	0.42787				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.35829	0.0	0.0				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.01006	0.1365	0.1365				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2013]	2013	2013	1	PT	Percentage	G	Global	0.0		0.0				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.80778	0.35392	0.35392				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.38216	0.12137	0.12137				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.0	0.0	0.0				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	7.36209	3.68506	3.68506				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	2.54927	2.22588	2.22588				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.07323	0.07482	0.07482				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	13	Central America	4	419	Latin America and the Caribbean	Region						[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.87571	0.06991	0.06991				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	2.41212	2.21383	2.21383				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	3.23414	2.98252	2.98252				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	142	Asia	2	1	World	Region						[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	1.33373	0.63493	0.63493				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	143	Central Asia	3	142	Asia	Region						[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	6.14085	4.42254	4.42254				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	0.45677	0.20939	0.20939				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	145	Western Asia	3	142	Asia	Region						[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	3.22081	1.64872	1.64872				Environment Live / IMF NEWS		E: Estimated data
ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	15	Northern Africa	3	2	Africa	Region						[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	6.74034	3.16981	3.16981				Environment Live / IMF NEWS		E: Estimated data
