series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	1	World	1			Region						[2003, 2009, 2018]	2003	2018	3	PT	Percentage	G	Global				62.2						68.6									81.1	81.1				UNICEF/WHO joint global database on Skilled attendance at birth.		E: Estimated data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015]	2000	2015	14	PT	Percentage	G	Global	99.8	98.9	99.2	99.2	99.4	99.4	99.4	99.6	99.6	99.6	99.5			99.7	99.7	99.8				99.8			[2000-2010,2013-2014]: No / unclear definition of the cadres included // [2015]: Cadres included align with the standard definition of: Doctor, nurse and/or midwife	[2000-2010]: Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012).  // [2013]: Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org).  // [2014]: Transformative Monitoring for Enhanced Equity (TransMonEE) 2016 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2016 (www.transmonee.org, accessed 17 October 2016).  // [2015]: Bulgaria National Statistical Institute; 2017. (Reported to UNICEF on 14 April 2017.)		C: Country data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2001, 2007, 2010, 2016]	2001	2016	4	PT	Percentage	G	Global		57.0						63.9			70.6						60.2			60.2			[2001,2007]: Cadres included align with the standard definition of: Doctor, nurse and/or midwife // [2010,2016]: Definition includes other cadres that is not in alignment with the standard definition	[2001]: Myanmar Fertility and Reproductive Health Survey 2001. Detailed Analysis Report. Yangon: Ministry of Immigration and Population [Myanmar], United Nations Population Fund (UNFPA); 2004. // [2007]: Country Report on 2007 Fertility and Reproductive Health Survey. Nay Pyi Taw: Ministry of Immigration and Population [Myanmar], United Nations Population Fund (UNFPA); 2009. // [2010]: Ministry of National Planning and Economic Development and Ministry of Health, Myanmar. Myanmar Multiple Indicator Cluster Survey 2009 - 2010 Final Report. Nay Pyi Taw, Myanmar: Ministry of National Planning and Economic Development, Ministry of Health [Myanmar]; 2011. // [2016]: Ministry of Health and Sports (MoHS), ICF. Myanmar Demographic and Health Survey 2015-16. Nay Pyi Taw, Myanmar, Rockville, Maryland USA: Ministry of Health and Sports, ICF; 2017.		C: Country data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2000, 2005, 2010, 2017]	2000	2017	4	PT	Percentage	G	Global	25.2					31.8					60.3							85.1		85.1			Cadres included align with the standard definition of: Doctor, nurse and/or midwife	[2000]: Institut de Statistiques et dâĂtudes Ăconomiques du Burundi, Fonds des Nations Unies pour l'Enfance (UNICEF). EnquĂŞte Nationale dâĂvaluation des Conditions de vie de lâEnfant et de la Femme au Burundi (ENECEF-Burundi 2000). Rapport Final. Burundi; 2001 (in French). // [2005]: EnquĂŞte Nationale dâĂvaluation des Conditions de vie de lâEnfant et de la Femme au Burundi-2005. Rapport Definitif. Bujumbura: Institut de Statistiques et dâĂtudes Ăconomiques du Burundi, Fonds des Nations Unies pour la population (FNUAP/UNFPA), Fonds des Nations Unies pour l'Enfance (UNICEF), World Bank; 2008 (in French). // [2010]: Institut de Statistiques et dâĂtudes Ăconomiques du Burundi (ISTEEBU), MinistĂ¨re de la SantĂŠ Publique et de la Lutte contre le Sida [Burundi] (MSPLS), ICF International. EnquĂŞte DĂŠmographique et de SantĂŠ Burundi 2010. Bujumbura, Burundi : ISTEEBU, MSPLS, ICF International; 2012 (in French). // [2017]: MinistĂ¨re Ă  la PrĂŠsidence chargĂŠ de la Bonne Gouvernance et du Plan [Burundi] (MPBGP), MinistĂ¨re de la SantĂŠ Publique et de la Lutte contre le Sida [Burundi] (MSPLS), Institut de Statistiques et dâĂtudes Ăconomiques du Burundi (ISTEEBU), ICF. TroisiĂ¨me EnquĂŞte DĂŠmographique et de SantĂŠ. Bujumbura, Burundi : ISTEEBU, MSPLS, ICF; 2017 (in French).		C: Country data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2000	2014	15	PT	Percentage	G	Global	99.9	99.9	99.9	99.9	99.9	100.0	99.9	99.9	99.9	99.9	99.9	99.8	100.0	99.8	99.8					99.8			[2000-2004,2006-2011,2013-2014]: No / unclear definition of the cadres included // [2005]: Definition includes other cadres that is not in alignment with the standard definition // [2012]: Cadres included align with the standard definition of: Doctor, nurse and/or midwife	[2000-2004,2006-2010]: Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012).  // [2005]: Ministry of Statistics and Analysis of the Republic of Belarus, and Research Institute of Statistics of the Ministry of Statistics and Analysis of the Republic of Belarus. Belarus Multiple Indicator Cluster Survey 2005, Final Report. Minsk, Republic of Belarus: Ministry of Statistics and Analysis of the Republic of Belarus, and Research Institute of Statistics of the Ministry of Statistics and Analysis of the Republic of Belarus; 2007. // [2011,2013-2014]: Transformative Monitoring for Enhanced Equity (TransMonEE) 2016 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2016 (www.transmonee.org, accessed 17 October 2016).  // [2012]: National Statistical Committee of the Republic of Belarus, United Nations Childrenâs Fund (UNICEF). Multiple Indicator Cluster Survey of the Situation of Children and Women in the Republic of Belarus (ĐĐĐĐĄ4), 2012. Final Report. Minsk, Belarus: National Statistical Committee of the Republic of Belarus, the United Nations Childrenâs Fund (UNICEF); 2013. 		C: Country data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2000, 2004, 2005, 2010, 2011, 2014]	2000	2014	6	PT	Percentage	G	Global	31.8				16.3	43.8					71.0	71.7			89.0					89.0			[2000,2005,2010]: Cadres included align with the standard definition of: Doctor, nurse and/or midwife // [2004]: No / unclear definition of the cadres included // [2011]: Institutional Birth (IB) and delivery with a skilled personnel at home // [2014]: Definition includes other cadres that is not in alignment with the standard definition	[2000]: National Institute of Statistics, Directorate General for Health [Cambodia], ORC Macro. Cambodia Demographic and Health Survey 2000. Phnom Penh, Cambodia, and Calverton, Maryland USA: National Institute of Statistics, Directorate General for Health, ORC Macro; 2001. // [2004]: Western Pacific Country Health Information Profiles: 2006 Revision. Manila: World Health Organization Regional Office for the Western Pacific (WPRO); 2006. // [2005]: National Institute of Public Health, National Institute of Statistics [Cambodia], ORC Macro. Cambodia Demographic and Health Survey 2005. Phnom Penh, Cambodia and Calverton, Maryland, USA: National Institute of Public Health, National Institute of Statistics, ORC Macro; 2006. // [2010]: National Institute of Statistics, Directorate General for Health, ICF Macro. Cambodia Demographic and Health Survey 2010. Phnom Penh, Cambodia and Calverton, Maryland, USA: National Institute of Statistics, Directorate General for Health, ICF Macro; 2011. // [2011]: National Health Statistics Report 2011. Phnom Penh: Ministry of Health, Department of Planning and Health Information [Cambodia]; 2011. // [2014]: National Institute of Statistics, Directorate General for Health, ICF International. Cambodia Demographic and Health Survey 2014. Phnom Penh, Cambodia, and Rockville, Maryland, USA: National Institute of Statistics, Directorate General for Health, ICF International; 2015.		C: Country data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2006, 2013]	2006	2013	2	PT	Percentage	G	Global							95.2							96.6						96.6			Cadres included align with the standard definition of: Doctor, nurse and/or midwife	[2006]: EnquĂŞte nationale Ă  indicateurs multiples. RĂŠpublique AlgĂŠrienne DĂŠmocratique et Populaire 2006. Rapport Principal. Alger: MinistĂ¨re de la SantĂŠ, de la Population et de la RĂŠforme HospitaliĂ¨re, Office National des Statistiques, Fonds des Nations unies pour lâenfance (UNICEF), Fonds des Nations Unies pour la Population (UNFPA); 2008 (in French). // [2013]: EnquĂŞte par Grappes Ă  Indicateurs Multiples (MICS) [Multiple Indicator Cluster Survey (MICS)] RĂŠpublique AlgĂŠrienne DĂŠmocratique et Populaire 2012-2013. Rapport final. AlgĂŠrie: MinistĂ¨re de la SantĂŠ, de la Population et de la RĂŠforme HospitaliĂ¨re, Fonds des Nations unies pour lâenfance (UNICEF), Fonds des Nations Unies pour la Population (FNUAP/UNFPA); 2015 (in French).  		C: Country data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[2000, 2004, 2006, 2011, 2014]	2000	2014	5	PT	Percentage	G	Global	56.0				58.9		58.9					56.1			64.7					64.7			[2000,2004,2011,2014]: Cadres included align with the standard definition of: Doctor, nurse and/or midwife // [2006]: Definition includes other cadres that is not in alignment with the standard definition	[2000]: EnquĂŞte Indicateurs Multiples (MICS) au Cameroun 2000. Rapport Principal. Cameroun: MinistĂ¨re de l'Economie et des Finances, Cameroun, Fonds des Nations Unies pour l'Enfance (UNICEF); 2002 (in French). // [2004]: Institut National de la Statistique (INS) et ORC Macro. EnquĂŞte DĂŠmographique et de SantĂŠ du Cameroun 2004. Calverton, Maryland, USA: INS et ORC Macro; 2005 (in French). // [2006]: MinistĂ¨re de l'Economie De la Planification et de L'AmĂŠnagement du Territoire, Insitut National de la Statistique, Fonds des Nations Unies pour l'Enfance (UNICEF). EnquĂŞte par grappes Ă  indicateurs multiples 2006. Rapport Principal. Cameroun; 2008 (in French). // [2011]: Institut National de la Statistique (INS), ICF. International. EnquĂŞte DĂŠmographique et de SantĂŠ et Ă  Indicateurs Multiples du Cameroun 2011. Calverton, Maryland, USA: INS, ICF International; 2012 (in French. // [2014]: Institut National de la Statistique, UNICEF. EnquĂŞte par grappes Ă  indicateurs multiples (MICS5), 2014, Rapport Final. YaoundĂŠ, Cameroun, Institut National de la Statistique; 2015 (in French).		C: Country data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.3	99.3	99.3	98.9	99.0	98.8	98.8	98.8	98.7	98.6	98.5	98.4	98.1	98.0	97.9	97.9	97.8	97.9		97.9			Institutional Birth (IB): includes all deliveries that occurred at a health facility	[2000-2010]: CANSIM. Table 102-4516 - Live births and fetal deaths (stillbirths), by place of birth (hospital and non-hospital), Canada, provinces and territories, annual [database]. Ottawa: Statistics Canada, Government of Canada; 2013 (https://www80.statcan.gc.ca, accessed 17 October 2014). // [2011-2014]: CANSIM. Table 102-4516 - Live births and fetal deaths (stillbirths), by place of birth (hospital and non-hospital), Canada, provinces and territories, annual [database]. Ottawa: Statistics Canada, Government of Canada; 2017 (https://www80.statcan.gc.ca, accessed 22 December 2017). // [2015-2016]: Table 13-10-0429-01 - Live births and fetal deaths (stillbirths), by place of birth (hospital or non-hospital) [database]. Ottawa: Statistics Canada, Government of Canada; 2018 (https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310042901, accessed 13 September 2018). // [2017]: Table 13-10-0429-01 - Live births and fetal deaths (stillbirths), by place of birth (hospital or non-hospital) [database]. Ottawa: Statistics Canada, Government of Canada; 2019 (https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310042901, accessed 24 January 2019).		C: Country data
SH_STA_BRTC	Proportion of births attended by skilled health personnel (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016]	2005	2016	11	PT	Percentage	G	Global						77.5	76.4	74.4	74.6	75.6	98.5	98.7		92.3	95.6	91.4	92.6			92.6			Cadres included align with the standard definition of: Doctor, nurse and/or midwife	[2005]: Instituto Nacional de EstatĂ­stica (INE) [Cabo Verde], MinistĂŠrio da SaĂşde, Macro International. Segundo InquĂŠrito DemogrĂĄfico e de SaĂşde Reprodutiva, Cabo Verde, IDSR-II, 2005. Calverton, Maryland, USA: INE; 2008 (in Portuguese). // [2006-2009]: RelatĂłrio EstatĂ­stico 2009 [Statistical Report 2009]. Praia: MinistĂŠrio da SaĂşde [Ministry of Health], RepĂşblica de Cabo Verde; 2010 (in Portuguese). // [2010-2011]: RelatĂłrio EstatĂ­stico 2011 [Statistical Report 2011]. Praia: MinistĂŠrio da SaĂşde [Ministry of Health], RepĂşblica de Cabo Verde; 2012 (in Portuguese). // [2013]: RelatĂłrio EstatĂ­stico 2013 [Statistical Report 2013]. Praia: MinistĂŠrio da SaĂşde [Ministry of Health], RepĂşblica de Cabo Verde; 2014 (in Portuguese). // [2014-2015]: RelatĂłrio EstatĂ­stico 2015 [Statistical Report 2015]. Praia: MinistĂŠrio da SaĂşde e da SeguranĂ§a Social [Cabo Verde]; 2017 (in Portuguese).  // [2016]: RelatĂłrio EstatĂ­stico 2016 [Statistical Report 2016]. Praia: MinistĂŠrio da SaĂşde e da SeguranĂ§a Social [Cabo Verde]; 2017 (in Portuguese). 		C: Country data
