series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2001	2013	13	PT	Percentage	G	Global		9.27774	9.65432	11.18025	6.703	12.07252	12.01048	11.11392	12.61226	12.65675	11.16342	11.10005	10.69092	11.4398						11.4398				UIS		C: Country data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2011, 2017, 2018]	2011	2018	3	PT	Percentage	G	Global												5.3992						10.15233	9.41123	9.41123				UIS		C: Country data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2000, 2001, 2002, 2004, 2005, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	15	PT	Percentage	G	Global	10.73526	11.43313	12.48608		9.17908	10.95927			12.61554	16.30169	16.5881	14.9793	16.42832	17.24326	19.68831	24.21655	20.9095	20.40137		20.40137				UIS		[2000-2002,2004-2005,2008-2013]: C: Country data // [2014-2017]: E: Estimated data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	13	PT	Percentage	G	Global					12.55235	12.62011	12.45032	10.13372		8.44955	11.77813	11.62665	12.7523	12.27399	12.40672	11.46173	12.15878	12.28169		12.28169				UIS		C: Country data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2000, 2001, 2002, 2004, 2007, 2009, 2010, 2011, 2012, 2013, 2014]	2000	2014	11	PT	Percentage	G	Global	11.07901	11.38079	10.13757		12.40431			11.10351		8.16524	7.33747	7.3354	7.19985	9.59707	8.7916					8.7916				UIS		C: Country data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2008]	2008	2008	1	PT	Percentage	G	Global									11.42835											11.42835				UIS		C: Country data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[2000, 2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	11.6837	15.73394		21.44202	20.84712	21.37761	20.31265	21.56822	15.58864	19.77979	18.75389	14.86777	15.17622	13.82495	12.92925	13.24399	12.69469	15.46863		15.46863				UIS		[2000-2001,2003-2013]: C: Country data // [2014-2017]: E: Estimated data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2000, 2001, 2002, 2005, 2007, 2008, 2009, 2010, 2011]	2000	2011	9	PT	Percentage	G	Global	12.9826	12.21224	12.1479			12.17807		12.32856	12.00996	12.48364	12.33596	12.21914								12.21914				UIS		C: Country data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2002, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2017]	2002	2017	13	PT	Percentage	G	Global			19.76623		20.84048		17.54058	18.32875	18.24099	15.88655	14.2169	15.15328		14.77823	16.28219	16.74823	17.84301	16.38291		16.38291				UIS		C: Country data
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2000, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]	2000	2011	11	PT	Percentage	G	Global	9.93077		9.21473	12.02802	12.06446	9.68047	10.05424	9.86948	7.86	7.83693	6.47538	7.82546								7.82546				UIS		C: Country data
