series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	B40	Bottom 40%	[2014]	2014	2014	1	PT	Percentage	G	Global			0.43				0.43			Estimated from individual income data. Growth rates are for the period of 2009-2014.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Total (national average) or no breakdown	[2014]	2014	2014	1	PT	Percentage	G	Global			2.11				2.11			Estimated from individual income data. Growth rates are for the period of 2009-2014.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	_T	Total (national average) or no breakdown	[2017]	2017	2017	1	PT	Percentage	G	Global						0.52	0.52			Estimated from individual consumption data. Growth rates are for the period of 2012-2017.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	B40	Bottom 40%	[2017]	2017	2017	1	PT	Percentage	G	Global						1.09	1.09			Estimated from individual consumption data. Growth rates are for the period of 2012-2017.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	B40	Bottom 40%	[2013]	2013	2013	1	PT	Percentage	G	Global		-0.24					-0.24			Estimated from individual income data. Growth rates are for the period of 2010-2013.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	Total (national average) or no breakdown	[2013]	2013	2013	1	PT	Percentage	G	Global		0.83					0.83			Estimated from individual income data. Growth rates are for the period of 2010-2013.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	B40	Bottom 40%	[2016]	2016	2016	1	PT	Percentage	G	Global					4.24		4.24			Estimated from individual consumption data. Growth rates are for the period of 2012-2016.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global					4.72		4.72			Estimated from individual consumption data. Growth rates are for the period of 2012-2016.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	B40	Bottom 40%	[2017]	2017	2017	1	PT	Percentage	G	Global						4.67	4.67			Estimated from individual income data. Growth rates are for the period of 2013-2017.	World Bank		G: Global monitoring data
SI_HEI_TOTL	Growth rates of household expenditure or income per capita (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Total (national average) or no breakdown	[2017]	2017	2017	1	PT	Percentage	G	Global						4.18	4.18			Estimated from individual income data. Growth rates are for the period of 2013-2017.	World Bank		G: Global monitoring data
