series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.27574	0.27574			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.14	0.14			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.71859	0.71859			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.35756	0.35756			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.42814	0.42814			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.61213	0.61213			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.12847	0.12847			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.13979	0.13979			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.31027	0.31027			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
DC_ODA_TOTGGE	Net official development assistance (ODA) as a percentage of OECD-DAC donors' GNI (grant equivalent methodology), by donor countries (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	0.23327	0.23327			Based on OECD, DAC database, 2019 | Grant equivalent	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
