series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	educationLevel_code	educationLevel_desc	typeOfSkill_code	typeOfSkill_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2003	value_2006	value_2009	value_2012	value_2013	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_NAP_ACHI	Native parity index for achievement (ratio)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		0.24575	0.53964	0.41479		0.49348			0.49348				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		0.39082	0.5502	0.44194		0.48755			0.48755				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2015]	2015	2015	1	RO	Ratio	G	Global						0.40106			0.40106				PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2015]	2015	2015	1	RO	Ratio	G	Global						0.46398			0.46398				PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.996	0.96256	0.96151	0.97899		1.02837			1.02837				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.98972	0.96737	0.97508	0.99157		1.01099			1.01099				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009, 2012]	2006	2012	3	RO	Ratio	G	Global		0.62238	0.67593	0.98904					0.98904				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		1.20566	0.8008	1.04924		0.86233			0.86233				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					0.93212				0.93212				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					1.03165				1.03165				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					1.01796				1.01796				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					0.96859				0.96859				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2009, 2015]	2009	2015	2	RO	Ratio	G	Global			0.78895			0.36188			0.36188				[2009]: PISA 2009 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2009, 2015]	2009	2015	2	RO	Ratio	G	Global			0.67303			0.44598			0.44598				[2009]: PISA 2009 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		0.16947	0.18941	0.27341		0.5093			0.5093				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		0.12562	0.07897	0.10058		0.53327			0.53327				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2009, 2012, 2015]	2009	2015	3	RO	Ratio	G	Global			0.86347	0.79073		0.77165			0.77165				[2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2009, 2012, 2015]	2009	2015	3	RO	Ratio	G	Global			0.85269	0.56701		0.60345			0.60345				[2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					1.07516				1.07516				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					1.02574				1.02574				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					0.98568				0.98568				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					1.01615				1.01615				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		0.94811	0.93135	0.93041		0.92096			0.92096				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		0.92156	0.92335	0.90697		0.89508			0.89508				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2015]	2015	2015	1	RO	Ratio	G	Global						0.93539			0.93539				PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.88935	0.68675	0.87469	0.93122		0.81011			0.81011				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.91541	0.75859	0.8582	0.87657		0.85063			0.85063				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.80056	0.70864	0.74213	0.76567		0.75752			0.75752				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2003, 2006, 2009, 2012, 2015]	2003	2015	5	RO	Ratio	G	Global	0.75265	0.70869	0.69286	0.67304		0.74994			0.74994				[2003]: PISA 2003 // [2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					0.77127				0.77127				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	[2013]	2013	2013	1	RO	Ratio	G	Global					0.69085				0.69085				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					0.90488				0.90488				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2013]	2013	2013	1	RO	Ratio	G	Global					0.60614				0.60614				LLECE 2013		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2015]	2015	2015	1	RO	Ratio	G	Global						0.70519			0.70519				PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	[2015]	2015	2015	1	RO	Ratio	G	Global						0.41596			0.41596				PISA 2015		C: Country data
SE_NAP_ACHI	Native parity index for achievement (ratio)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	[2006, 2009, 2012, 2015]	2006	2015	4	RO	Ratio	G	Global		0.93625	0.88772	0.89292		0.94139			0.94139				[2006]: PISA 2006 // [2009]: PISA 2009 // [2012]: PISA 2012 // [2015]: PISA 2015		C: Country data
