series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	quantile_code	quantile_desc	years	min_year	max_year	n_years
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Total (national average) or no breakdown	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			Q1	Quantile 1 (poorest)	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Total (national average) or no breakdown	[2009]	2009	2009	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			Q1	Quantile 1 (poorest)	[2009]	2009	2009	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			Q1	Quantile 1 (poorest)	[2008, 2009, 2010, 2012, 2015, 2016]	2008	2016	6
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2012, 2015, 2016]	2008	2016	6
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			Q1	Quantile 1 (poorest)	[2013]	2013	2013	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	Total (national average) or no breakdown	[2013]	2013	2013	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Total (national average) or no breakdown	[2014]	2014	2014	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			Q1	Quantile 1 (poorest)	[2014]	2014	2014	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	13	Central America	4	419	Latin America and the Caribbean	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	13	Central America	4	419	Latin America and the Caribbean	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Total (national average) or no breakdown	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			Q1	Quantile 1 (poorest)	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	143	Central Asia	3	142	Asia	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	143	Central Asia	3	142	Asia	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	145	Western Asia	3	142	Asia	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	145	Western Asia	3	142	Asia	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	15	Northern Africa	3	2	Africa	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	15	Northern Africa	3	2	Africa	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	151	Eastern Europe	3	150	Europe	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	151	Eastern Europe	3	150	Europe	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	Total (national average) or no breakdown	[2006, 2009, 2011, 2013, 2015]	2006	2015	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			Q1	Quantile 1 (poorest)	[2006, 2009, 2011, 2013, 2015]	2006	2015	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	154	Northern Europe	3	150	Europe	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	154	Northern Europe	3	150	Europe	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			Q1	Quantile 1 (poorest)	[2004]	2004	2004	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			_T	Total (national average) or no breakdown	[2004]	2004	2004	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			Q1	Quantile 1 (poorest)	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			_T	Total (national average) or no breakdown	[2008, 2010]	2008	2010	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			Q1	Quantile 1 (poorest)	[2008, 2010]	2008	2010	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			_T	Total (national average) or no breakdown	[2008, 2010, 2011, 2012]	2008	2012	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			Q1	Quantile 1 (poorest)	[2008, 2010, 2011, 2012]	2008	2012	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			_T	Total (national average) or no breakdown	[2007, 2008, 2009, 2010, 2011, 2012, 2014]	2007	2014	7
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			Q1	Quantile 1 (poorest)	[2007, 2008, 2009, 2010, 2011, 2012, 2014]	2007	2014	7
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			_T	Total (national average) or no breakdown	[2002, 2012]	2002	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			Q1	Quantile 1 (poorest)	[2002, 2012]	2002	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			Q1	Quantile 1 (poorest)	[2011]	2011	2011	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			_T	Total (national average) or no breakdown	[2011]	2011	2011	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			_T	Total (national average) or no breakdown	[2005, 2012]	2005	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Q1	Quantile 1 (poorest)	[2005, 2012]	2005	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	30	Eastern Asia	3	142	Asia	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	30	Eastern Asia	3	142	Asia	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Q1	Quantile 1 (poorest)	[2015]	2015	2015	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	Total (national average) or no breakdown	[2015]	2015	2015	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Q1	Quantile 1 (poorest)	[2006, 2010, 2011, 2012, 2013]	2006	2013	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	Total (national average) or no breakdown	[2006, 2010, 2011, 2012, 2013]	2006	2013	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			_T	Total (national average) or no breakdown	[2014]	2014	2014	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Q1	Quantile 1 (poorest)	[2014]	2014	2014	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	34	Southern Asia	3	142	Asia	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	34	Southern Asia	3	142	Asia	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			_T	Total (national average) or no breakdown	[2008, 2010, 2011]	2008	2011	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			Q1	Quantile 1 (poorest)	[2008, 2010, 2011]	2008	2011	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			Q1	Quantile 1 (poorest)	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Total (national average) or no breakdown	[2007]	2007	2007	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	35	South-Eastern Asia	3	142	Asia	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	35	South-Eastern Asia	3	142	Asia	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			Q1	Quantile 1 (poorest)	[2004, 2009]	2004	2009	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			_T	Total (national average) or no breakdown	[2004, 2009]	2004	2009	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			Q1	Quantile 1 (poorest)	[2009, 2011, 2012, 2014, 2015]	2009	2015	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			_T	Total (national average) or no breakdown	[2009, 2011, 2012, 2014, 2015]	2009	2015	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			Q1	Quantile 1 (poorest)	[2006, 2012]	2006	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			_T	Total (national average) or no breakdown	[2006, 2012]	2006	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			_T	Total (national average) or no breakdown	[2002]	2002	2002	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			Q1	Quantile 1 (poorest)	[2002]	2002	2002	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			_T	Total (national average) or no breakdown	[2002]	2002	2002	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			Q1	Quantile 1 (poorest)	[2002]	2002	2002	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	39	Southern Europe	3	150	Europe	Region								_T	Total (national average) or no breakdown	[2016]	2016	2016	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	39	Southern Europe	3	150	Europe	Region								Q1	Quantile 1 (poorest)	[2016]	2016	2016	1
