series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	1	World	1			Region								[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	492	Monaco	4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1			[2018]	2018	2018	1
SG_PLN_PRPOLRES	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation - data by provider (%) 	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			[2018]	2018	2018	1
