series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	years	min_year	max_year	n_years
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	[2013, 2014, 2017]	2013	2017	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	[2013, 2014, 2017]	2013	2017	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	[2013, 2014, 2017]	2013	2017	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			F	Female	[2017, 2018]	2017	2018	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	Both sexes	[2017, 2018]	2017	2018	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			M	Male	[2017, 2018]	2017	2018	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			F	Female	[2018]	2018	2018	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	Both sexes	[2018]	2018	2018	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			M	Male	[2018]	2018	2018	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			M	Male	[2018]	2018	2018	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			_T	Both sexes	[2018]	2018	2018	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			F	Female	[2018]	2018	2018	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	[2014]	2014	2014	1
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	[2015, 2016, 2017]	2015	2017	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	[2015, 2016, 2017]	2015	2017	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			F	Female	[2016, 2017]	2016	2017	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	Both sexes	[2016, 2017]	2016	2017	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			M	Male	[2016, 2017]	2016	2017	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas	4	30	Eastern Asia	Country								F	Female	[2017, 2018]	2017	2018	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas	4	30	Eastern Asia	Country								_T	Both sexes	[2017, 2018]	2017	2018	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas	4	30	Eastern Asia	Country								M	Male	[2017, 2018]	2017	2018	2
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			F	Female	[2014, 2015, 2016, 2017, 2018]	2014	2018	5
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	Both sexes	[2014, 2015, 2016, 2017, 2018]	2014	2018	5
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			M	Male	[2014, 2015, 2016, 2017, 2018]	2014	2018	5
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			F	Female	[2015, 2016, 2018]	2015	2018	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	Both sexes	[2015, 2016, 2018]	2015	2018	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			M	Male	[2015, 2016, 2018]	2015	2018	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			_T	Both sexes	[2013, 2014, 2015, 2016]	2013	2016	4
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			M	Male	[2014, 2015, 2016]	2014	2016	3
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			_T	Both sexes	[2014, 2015, 2016, 2017]	2014	2017	4
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			F	Female	[2014, 2015, 2016, 2017]	2014	2017	4
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			M	Male	[2014, 2015]	2014	2015	2
