series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1			Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1			Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1			Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016]	2015	2016	2
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	1			Group								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	1			Group								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	1			Group								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	13	Central America	4	419	Latin America and the Caribbean	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	13	Central America	4	419	Latin America and the Caribbean	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	13	Central America	4	419	Latin America and the Caribbean	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2017]	2017	2017	1
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	135	Caucasus and Central Asia	1			Group								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	135	Caucasus and Central Asia	1			Group								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	135	Caucasus and Central Asia	1			Group								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	142	Asia	2	1	World	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	142	Asia	2	1	World	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	142	Asia	2	1	World	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	143	Central Asia	3	142	Asia	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	143	Central Asia	3	142	Asia	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	143	Central Asia	3	142	Asia	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	145	Western Asia	3	142	Asia	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	145	Western Asia	3	142	Asia	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	145	Western Asia	3	142	Asia	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	15	Northern Africa	3	2	Africa	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017]	2015	2017	3
