goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	1	World	1			Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	172.0	144.0	204.0	172.0	144.0	203.0	172.0	144.0	203.0	172.0	144.0	203.0	171.0	143.0	201.0	169.0	141.0	199.0	167.0	140.0	197.0	164.0	138.0	194.0	162.0	136.0	190.0	159.0	134.0	187.0	156.0	131.0	183.0	153.0	129.0	179.0	150.0	126.0	176.0	147.0	124.0	172.0	144.0	125.0	163.0	141.0	124.0	158.0	137.0	122.0	153.0	134.0	121.0	149.0	132.0	118.0	146.0	132.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	52.0	40.0	66.0	61.0	47.0	77.0	53.0	41.0	67.0	52.0	40.0	66.0	49.0	37.0	62.0	52.0	40.0	66.0	51.0	39.0	65.0	47.0	36.0	59.0	49.0	37.0	62.0	44.0	34.0	56.0	41.0	31.0	51.0	37.0	28.0	47.0	35.0	27.0	45.0	33.0	25.0	42.0	31.0	24.0	40.0	28.0	22.0	36.0	27.0	20.0	34.0	25.0	19.0	31.0	22.0	17.0	28.0	22.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	555.0	321.0	853.0	555.0	322.0	850.0	554.0	322.0	847.0	552.0	321.0	843.0	549.0	319.0	838.0	545.0	317.0	832.0	540.0	314.0	826.0	535.0	310.0	819.0	530.0	307.0	812.0	525.0	303.0	806.0	500.0	293.0	759.0	476.0	284.0	716.0	453.0	275.0	675.0	431.0	265.0	637.0	411.0	256.0	601.0	391.0	248.0	567.0	372.0	239.0	535.0	355.0	230.0	505.0	338.0	222.0	477.0	338.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	290.0	188.0	415.0	270.0	175.0	386.0	250.0	162.0	357.0	230.0	149.0	328.0	211.0	137.0	301.0	195.0	126.0	278.0	181.0	117.0	259.0	169.0	110.0	242.0	160.0	103.0	228.0	152.0	98.0	216.0	144.0	93.0	206.0	138.0	90.0	198.0	133.0	86.0	190.0	128.0	83.0	183.0	126.0	81.0	180.0	122.0	79.0	174.0	118.0	76.0	169.0	114.0	74.0	163.0	111.0	72.0	158.0	111.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	86.0	66.0	109.0	70.0	54.0	89.0	66.0	50.0	83.0	77.0	59.0	97.0	71.0	54.0	89.0	69.0	53.0	88.0	68.0	52.0	85.0	71.0	54.0	89.0	68.0	52.0	86.0	70.0	53.0	88.0	68.0	52.0	86.0	62.0	48.0	79.0	63.0	49.0	80.0	59.0	45.0	75.0	51.0	39.0	65.0	50.0	38.0	63.0	42.0	33.0	54.0	37.0	28.0	47.0	31.0	24.0	39.0	31.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	578.0	375.0	824.0	566.0	366.0	809.0	553.0	357.0	791.0	540.0	349.0	772.0	526.0	340.0	752.0	511.0	331.0	730.0	496.0	321.0	708.0	480.0	311.0	686.0	465.0	301.0	664.0	451.0	292.0	644.0	438.0	283.0	624.0	425.0	275.0	606.0	412.0	267.0	588.0	399.0	258.0	570.0	384.0	247.0	551.0	367.0	230.0	534.0	347.0	212.0	516.0	326.0	191.0	495.0	302.0	169.0	473.0	302.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	75.0	57.0	95.0	73.0	56.0	92.0	74.0	57.0	94.0	76.0	59.0	97.0	76.0	58.0	96.0	80.0	62.0	102.0	79.0	60.0	99.0	78.0	60.0	99.0	74.0	57.0	94.0	77.0	59.0	97.0	78.0	59.0	98.0	73.0	56.0	92.0	73.0	56.0	93.0	68.0	52.0	86.0	72.0	55.0	91.0	75.0	57.0	94.0	70.0	54.0	89.0	70.0	53.0	88.0	69.0	53.0	88.0	69.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	309.0	200.0	441.0	317.0	205.0	453.0	321.0	208.0	459.0	321.0	208.0	459.0	318.0	205.0	454.0	311.0	201.0	444.0	303.0	196.0	432.0	292.0	189.0	418.0	282.0	182.0	402.0	271.0	175.0	387.0	260.0	168.0	372.0	251.0	162.0	358.0	242.0	157.0	346.0	235.0	152.0	335.0	220.0	142.0	314.0	212.0	137.0	303.0	203.0	131.0	290.0	194.0	126.0	278.0	186.0	121.0	266.0	186.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	6.5	5.5	7.5	6.6	5.6	7.6	6.1	5.3	7.1	5.9	5.1	6.9	5.6	4.8	6.4	5.5	4.7	6.4	5.4	4.6	6.3	5.3	4.5	6.1	5.4	4.6	6.2	5.3	4.6	6.2	4.6	3.9	5.3	4.8	4.1	5.5	5.4	4.7	6.3	5.3	4.6	6.2	5.1	4.3	5.8	5.2	4.5	6.0	5.5	4.7	6.3	5.6	4.8	6.5	5.6	4.8	6.4	5.6					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030302	3.3.2	Tuberculosis incidence per 100,000 population	2020.Q2.G.03	['health', 'diseases', 'communicable diseases', 'tuberculosis']	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PER_100000_POP	Per 100,000 population	G	Global	82.0	62.0	103.0	83.0	64.0	106.0	55.0	42.0	70.0	88.0	67.0	111.0	80.0	62.0	102.0	79.0	60.0	100.0	70.0	53.0	88.0	72.0	55.0	91.0	87.0	66.0	110.0	85.0	65.0	108.0	90.0	69.0	114.0	95.0	73.0	120.0	104.0	80.0	131.0	74.0	56.0	93.0	66.0	51.0	84.0	64.0	49.0	81.0	58.0	45.0	74.0	58.0	44.0	73.0	46.0	35.0	58.0	46.0					Data extracted as of 8 January 2020, based on data originally compiled for the 2019 WHO Global TB Report	WHO Global Tuberculosis Report 2019 (http://www.who.int/tb/data/)		E: Estimated data
