goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	11323.3	12914.5	12928.8	13988.5	16323.1	17751.4	19014.6	24632.5	28165.1	25780.5	24722.1	25739.2	28049.4	30679.3	31778.2	34567.5	33353.7	36880.2	42009.2	42009.2				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	12	CUR_LCU	Local currency (millions)	G	Global	134293.0	162534.0	279377.0	384222.0	587465.0	819534.0							10543977.5	12285908.1	15519723.6	14205013.9	14994282.2	15379486.4		15379486.4				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			A	Normal value	[2010, 2011, 2012, 2013]	2010	2013	4	CUR_LCU	Local currency (millions)	G	Global											1139350.0	1074780.0	932804.0	1006280.0						1006280.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	262.0	489.0	696.0	1675.3	2376.6	3174.9	3947.2	4934.4	6749.5	6492.4	7068.2	11826.3	22291.2	27759.3	32384.2	37666.5	40021.8	46016.3	54650.8	54650.8				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	17	CUR_LCU	Local currency (millions)	G	Global			2369507.3	2122381.3	2497445.1	3134476.9	3398544.4	4674251.0	6199759.3	6532355.1	7770497.3	7873920.2	10409967.7	10971331.5	12908583.9	13595127.5	16117504.8	18375641.7	21959497.0	21959497.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]	2000	2011	12	CUR_LCU	Local currency (millions)	G	Global	1578161.0	1505500.0	1603200.0	2000712.0	2252510.0	3112725.0	3651330.0	3715730.0	5211490.0	3740508.4	4443330.0	5897480.0								5897480.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			A	Normal value	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	CUR_LCU	Local currency (millions)	G	Global													2499214.0	2681447.0	2979700.0	2959900.0	2963300.0	3144300.0	3450579.2	3450579.2				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	478324.0	477052.0	479972.0	504377.0	533722.0	570473.0	606809.0	637291.0	646597.0	622299.0	639554.0	679927.0	702707.0	732749.0	769971.0	796375.0	817411.0	866934.0	905204.0	905204.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	CUR_LCU	Local currency (millions)	G	Global						30517.6	35465.3	38951.7	47191.4	45339.6	48713.9	46115.5	47967.6	47071.1	43405.3	53112.1	58868.7	56230.9		56230.9				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	Total government revenue as a proportion of GDP, by source	2020.Q2.G.03	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			A	Normal value	[2004, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]	2004	2018	11	CUR_LCU	Local currency (millions)	G	Global					69576.7				134706.9	151009.8	176513.4	138086.6	201430.0		178749.7	92314.5	167879.4	166368.6	207727.7	207727.7				IMF		_X: Data nature not available
