goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	1	World	1			Region								[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	53.71	53.05	52.54	52.26	52.65	53.49	52.21	51.52	51.54	51.55	51.67	51.78	51.7	51.41	51.41				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	43.3	42.42	41.0	40.19	41.48	43.26	44.28	42.52	45.64	49.84	50.66	50.66	51.36	51.42	51.42				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	46.41	46.01	45.7	45.55	47.0	46.28	45.88	45.47	44.78	44.25	44.04	44.0	44.3	44.43	44.43				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	56.45	56.22	56.01	56.42	56.13	56.27	55.99	56.2	56.04	55.67	55.93	57.79	57.19	56.98	56.98				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	44.7	46.56	48.39	47.12	45.73	48.29	50.07	42.73	45.44	52.93	51.7	50.02	49.49	48.97	48.97				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	44.52	42.47	42.01	41.11	41.2	42.25	39.71	38.61	37.8	37.73	37.73	37.69	37.64	37.63	37.63				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	45.71	45.03	46.5	45.87	46.21	46.51	45.79	46.1	45.73	45.79	45.44	45.49	45.68	46.34	46.34				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	41.65	38.61	35.98	38.42	39.15	39.48	38.7	38.05	37.46	36.79	36.22	36.15	36.28	36.43	36.43				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	60.89	60.32	60.6	61.37	60.97	63.94	61.85	60.73	61.58	61.74	60.75	62.44	62.05	60.96	60.96				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
10	Goal 10	Reduce inequality within and among countries	10.4	Adopt policies, especially fiscal, wage and social protection policies, and progressively achieve greater equality	C100401	10.4.1	Labour share of GDP	2020.Q2.G.03	['income distribution', 'wages', 'social security']	SL_EMP_GTOTL	Labour share of GDP (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global	39.33	38.74	37.61	37.25	37.13	38.08	40.62	39.67	42.34	40.39	42.43	42.17	41.53	42.24	42.24				ILO modelled estimates, July 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
