goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	1	World	1			Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	PT	Percentage	G	Global	22.49292	21.74153	23.24431	22.22137	21.46443	22.97832	23.52795	22.86203	24.19388	25.43771	24.7262	26.14922	26.03193	25.30827	26.75559	26.70618	26.0576	27.35476	26.70618					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	1	World	1			Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	PT	Percentage	G	Global	20.04018	19.27178	20.80859	20.22626	19.51609	20.93643	22.05753	21.13199	22.98308	23.52332	22.7965	24.25014	25.15943	24.35926	25.9596	25.01465	24.37203	25.65727	25.01465					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	1	World	1			Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	PT	Percentage	G	Global	22.39178	21.73292	23.05065	22.35126	21.76126	22.94127	23.24797	22.64028	23.85566	24.83434	24.28136	25.38731	25.81037	25.20992	26.41082	25.94349	25.43449	26.45249	25.94349					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global				14.89918	12.35505	17.44331	13.56125	11.00875	16.11375	12.04235	9.56526	14.51945	12.49398	10.0218	14.96617				12.49398					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global				12.65822	9.26688	16.04956	11.80428	8.28872	15.31985	10.18139	6.87699	13.48579	10.20434	7.17239	13.2363				10.20434					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global				14.80143	11.75132	17.85154	13.46038	10.5182	16.40256	12.86786	9.97	15.76571	13.63973	10.49417	16.78529				13.63973					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	PT	Percentage	G	Global	42.06542	40.50263	43.62822	44.2645	42.82075	45.70825	46.39186	45.06958	47.71414	48.56173	47.35537	49.76809	50.52955	49.40778	51.65132	53.16457	52.13659	54.19254	53.16457					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	PT	Percentage	G	Global	54.63519	51.61595	57.65444	56.77523	54.17196	59.3785	57.93605	55.3869	60.48519	64.55625	62.18462	66.92787	65.96193	63.38038	68.54347	69.39274	67.77338	71.01211	69.39274					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018, 2019]	2014	2019	6	PT	Percentage	G	Global	51.92699	48.83185	55.02214	59.23596	56.3808	62.09113	60.48632	57.83099	63.14165	64.18801	61.95054	66.42549	68.85533	66.30141	71.40925	68.09901	66.31844	69.87957	68.09901					The observation value represents the annual value.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2020.Q2.G.03	['food security', 'food shortage', 'hunger']	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global				42.76961	38.36972	47.1695	39.42264	35.53531	43.30996	38.77269	34.84224	42.70314	38.72435	34.66518	42.78352				38.72435					[2015]: The observation value represents the 3-year average of the period 2014-2016 // [2016]: The observation value represents the 3-year average of the period 2015-2017 // [2017]: The observation value represents the 3-year average of the period 2016-2018 // [2018]: The observation value represents the 3-year average of the period 2017-2019	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
