goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	PT	Percentage	G	Global					101.62		99.43		99.96		100.06		99.87		99.76		98.87		98.87				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global		117.86	119.32	100.01	110.08	164.16	144.85	138.69	119.88	124.04	122.48	117.75	128.82	130.61	121.44	128.98	116.97	103.8	103.8			[2004]: Includes data on disposal and / or use of previously accumulated production waste. It also includes the export of production waste. // [2005-2017]: Includes data on disposal and / or use of previously accumulated production waste. It also includes the export of production waste. Hazardous waste generated during the year includes the import of waste during the year.	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2004, 2005, 2006, 2007, 2008, 2009]	2004	2009	6	PT	Percentage	G	Global					98.79	100.0	101.47	99.04	101.08	100.0									100.0				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	70.72	70.48	63.24	68.55	68.14	71.86	78.87	92.31	89.02	88.04	93.87	78.38	78.0	76.07	82.31	81.08	82.84	95.07	95.07			[2011]: Statistical coverage has broadened from industrial and daily living sources to the following five parts: industrial, agricultural, urban living, motor vehicles and centralized pollution treatment facilities.	UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	PT	Percentage	G	Global					37.63		80.84		8.3		94.49		60.46		50.72		43.53		43.53				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	PT	Percentage	G	Global											73.95	46.03	95.1	94.1	83.88	89.9	45.97	32.41	32.41				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	PT	Percentage	G	Global					58.54		98.17		97.91		129.49		42.73		90.87		88.95		88.95				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	PT	Percentage	G	Global					44.85		43.8		55.27		61.02		50.86		51.39		48.63		48.63				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	PT	Percentage	G	Global					105.84		100.72		99.15		87.62		99.15		90.15		93.74		93.74				UNSTATS / Environment Live		C: Country data
12	Goal 12	Ensure sustainable consumption and production patterns	12.4	By 2020, achieve the environmentally sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and significantly reduce their release to air, water and soil in order to minimize their adverse impacts on human health and the environment	C120402	12.4.2	(a) Hazardous waste generated per capita; and (b) proportion of hazardous waste treated, by type of treatment	2020.Q2.G.03	['hazardous wastes']	EN_HAZ_TRTDISR	Hazardous waste treated or disposed, rate (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			[2004, 2006, 2008, 2010, 2012, 2014, 2016]	2004	2016	7	PT	Percentage	G	Global					97.92		103.71		102.26		99.63		99.7		99.09		99.05		99.05				UNSTATS / Environment Live		C: Country data
