goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								F	Female	NCD_CARDIO	Cardiovascular disease	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	7277927.0	7665253.0	8126959.0	8682454.0	8804242.0	8804242.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								M	Male	NCD_CNCR	Cancer	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	3884862.0	4243232.0	4587947.0	5008821.0	5113973.0	5113973.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								M	Male	NCD_CARDIO	Cardiovascular disease	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	7006243.0	7516428.0	8100960.0	8873559.0	9053770.0	9053770.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								_T	Both sexes	NCD_CARDIO	Cardiovascular disease	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	14284170.0	15181681.0	16227919.0	17556013.0	17858012.0	17858012.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								_T	Both sexes	NCD_CNCR	Cancer	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	7009553.0	7591002.0	8118683.0	8801728.0	8966294.0	8966294.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								_T	Both sexes	NCD_CRESPD	Chronic respiratory disease	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	3676186.0	3517355.0	3554934.0	3734475.0	3807942.0	3807942.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								M	Male	NCD_CRESPD	Chronic respiratory disease	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	2016401.0	1908863.0	1929076.0	2024700.0	2066622.0	2066622.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								_T	Both sexes	NCD_DIABTS	Diabetes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	944240.0	1135468.0	1310595.0	1552345.0	1598526.0	1598526.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								F	Female	NCD_DIABTS	Diabetes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	518700.0	622774.0	714220.0	839164.0	861669.0	861669.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q2.G.03	['health', 'diseases', 'non-communicable diseases', 'mortality', 'death']	SH_DTH_RNCOM	Number of deaths attributed to non-communicable diseases, by type of disease and sex (number)	1	World	1			Region								M	Male	NCD_DIABTS	Diabetes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	425540.0	512694.0	596375.0	713181.0	736857.0	736857.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
