goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	1	World	1			Region								[2019]	2019	2019	1	PT	Percentage	G	Global	91.0	91.0			Based on 103 countries	United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2019]	2019	2019	1	PT	Percentage	G	Global	100.0	100.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2019]	2019	2019	1	PT	Percentage	G	Global	100.0	100.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								[2019]	2019	2019	1	PT	Percentage	G	Global	91.0	91.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2019]	2019	2019	1	PT	Percentage	G	Global	100.0	100.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2019]	2019	2019	1	PT	Percentage	G	Global	100.0	100.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	13	Central America	4	419	Latin America and the Caribbean	Region								[2019]	2019	2019	1	PT	Percentage	G	Global	92.0	92.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2019]	2019	2019	1	PT	Percentage	G	Global	85.0	85.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2019]	2019	2019	1	PT	Percentage	G	Global	100.0	100.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
5	Goal 5	Achieve gender equality and empower all women and girls	5.6	Ensure universal access to sexual and reproductive health and reproductive rights as agreed in accordance with the Programme of Action of the International Conference on Population and Development and the Beijing Platform for Action and the outcome documents of their review conferences	C050602	5.6.2	Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education	2020.Q2.G.03	['laws and regulations', 'health', 'reproductive health', 'hiv', 'diseases', 'communicable diseases']	SH_LGR_ACSRHEC11	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	142	Asia	2	1	World	Region								[2019]	2019	2019	1	PT	Percentage	G	Global	93.0	93.0				United Nations Population Fund, global databases, 2020. Based on official responses to the United Nations 12th Inquiry among Governments on Population and Development.		G: Global monitoring data
