goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.0	0.4	0.4			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.3	1.2	1.2			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.6	-1.1	-1.1			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	-1.5	-0.3	-0.3			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.2	-0.1	-0.1			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	-1.1	-1.0	-1.0			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	0.2	-0.9	-0.9			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.7	-0.7	-0.7			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	-0.5	-1.5	-1.5			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.c	Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility	C020c01	2.c.1	Indicator of food price anomalies	2020.Q2.G.03	['means of implementation', 'sustainable agriculture', 'food prices']	AG_FPA_CFPI	Consumer Food Price Index	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2016, 2017]	2016	2017	2	IX	Index	G	Global	1.1	-1.4	-1.4			Metadata available at: http://www.fao.org/fileadmin/user_upload/sustainable_development_goals/docs/Metadata_template_2.c.1__Food_CPI_add_.pdf | High defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1 | Twelve month average of monthly IFPA	FAOSTAT Data/ Consumer Price Indices (http://www.fao.org/faostat/en/#data/CP)		G: Global monitoring data
