goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	516.0	500.0	485.0	470.0	454.0	433.0	413.0	399.0	392.0	386.0	374.0	356.0	333.0	310.0	288.0	270.0	254.0	240.0	227.0	227.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	42892.0	41743.0	40512.0	39107.0	37552.0	35977.0	34360.0	32730.0	31468.0	29667.0	28336.0	27155.0	26093.0	25130.0	24315.0	23610.0	22954.0	22295.0	21742.0	21742.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	10305.0	10313.0	10355.0	10420.0	10500.0	10561.0	10602.0	10606.0	10575.0	10518.0	10443.0	10351.0	10220.0	10074.0	9929.0	9800.0	9683.0	9572.0	9483.0	9483.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	534.0	481.0	437.0	401.0	368.0	331.0	293.0	258.0	229.0	210.0	203.0	203.0	205.0	204.0	199.0	189.0	175.0	159.0	145.0	145.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	12020.0	11359.0	10716.0	10177.0	9749.0	9400.0	9100.0	8818.0	8527.0	8199.0	7836.0	7465.0	7127.0	6755.0	6376.0	6053.0	5764.0	5503.0	5263.0	5263.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	12949.0	12867.0	12923.0	13083.0	13255.0	13504.0	13838.0	14207.0	14539.0	14807.0	15001.0	15169.0	15344.0	15510.0	15635.0	15661.0	15550.0	15287.0	14897.0	14897.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	22803.0	22766.0	22901.0	23208.0	23628.0	23992.0	24267.0	24449.0	24508.0	24503.0	24447.0	24407.0	24344.0	24340.0	24298.0	24199.0	24079.0	23901.0	23707.0	23707.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	1241.0	1250.0	1276.0	1308.0	1332.0	1348.0	1361.0	1374.0	1390.0	1407.0	1420.0	1422.0	1411.0	1392.0	1374.0	1357.0	1342.0	1328.0	1309.0	1309.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	204.0	186.0	174.0	166.0	162.0	161.0	162.0	164.0	165.0	165.0	164.0	161.0	157.0	152.0	146.0	140.0	134.0	128.0	123.0	123.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.2	By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births	C030202	3.2.2	Neonatal mortality rate	2020.Q2.G.03	['infant mortality', 'child mortality', 'mortality', 'death', 'health', 'children', 'infants']	SH_DYN_NMRTN	Neonatal deaths (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			M0	under 1 month old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	NUMBER	Number	G	Global	7441.0	7581.0	7726.0	7848.0	7949.0	8031.0	8102.0	8120.0	8090.0	8020.0	7920.0	7785.0	7629.0	7469.0	7312.0	7161.0	7024.0	6917.0	6841.0	6841.0				United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.		E: Estimated data
