series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	disabilityStatus_code	disabilityStatus_desc	years	min_year	max_year	n_years
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Both sexes	_T	No breakdown by disability	[2010, 2012, 2015, 2016]	2010	2016	4
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	M	Male	PWD	Persons without disability	[2010, 2012, 2015, 2016]	2010	2016	4
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Both sexes	PWD	Persons without disability	[2010, 2012, 2015, 2016]	2010	2016	4
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Both sexes	PD	Persons with disability	[2010, 2012, 2015, 2016]	2010	2016	4
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	F	Female	PWD	Persons without disability	[2010, 2012, 2015, 2016]	2010	2016	4
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	F	Female	_T	No breakdown by disability	[2010, 2012, 2015, 2016]	2010	2016	4
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	M	Male	_T	No breakdown by disability	[2010, 2012, 2015, 2016]	2010	2016	4
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	F	Female	PD	Persons with disability	[2012, 2015]	2012	2015	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	M	Male	PD	Persons with disability	[2012, 2015]	2012	2015	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	M	Male	PWD	Persons without disability	[2015]	2015	2015	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	F	Female	PWD	Persons without disability	[2015]	2015	2015	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	_T	Both sexes	PWD	Persons without disability	[2015]	2015	2015	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	M	Male	_T	No breakdown by disability	[2015]	2015	2015	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	F	Female	_T	No breakdown by disability	[2015]	2015	2015	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	_T	Both sexes	_T	No breakdown by disability	[2015]	2015	2015	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	_T	Both sexes	PD	Persons with disability	[2015]	2015	2015	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	M	Male	PD	Persons with disability	[2015]	2015	2015	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	M	Male	_T	No breakdown by disability	[2012]	2012	2012	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	F	Female	_T	No breakdown by disability	[2012]	2012	2012	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	_T	Both sexes	_T	No breakdown by disability	[2012]	2012	2012	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	M	Male	PWD	Persons without disability	[2012]	2012	2012	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	F	Female	PWD	Persons without disability	[2012]	2012	2012	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	_T	Both sexes	PWD	Persons without disability	[2012]	2012	2012	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	M	Male	PD	Persons with disability	[2012]	2012	2012	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	_T	Both sexes	PD	Persons with disability	[2012]	2012	2012	1
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	Both sexes	PD	Persons with disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	F	Female	PWD	Persons without disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	Both sexes	PWD	Persons without disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	M	Male	PD	Persons with disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	F	Female	PD	Persons with disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	M	Male	_T	No breakdown by disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	F	Female	_T	No breakdown by disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	Both sexes	_T	No breakdown by disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	M	Male	PWD	Persons without disability	[2007, 2014]	2007	2014	2
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Both sexes	PWD	Persons without disability	[2006, 2009, 2011, 2013, 2015]	2006	2015	5
