series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Y15T49	15 to 49 years old	F	Female	[2004]	2004	2004	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	Y15T49	15 to 49 years old	F	Female	[2010]	2010	2010	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	Y15T49	15 to 49 years old	F	Female	[2015]	2015	2015	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	15	Northern Africa	3	2	Africa	Region						Y15T19	15 to 19 years old	F	Female	[2003, 2008, 2013, 2018]	2003	2018	4
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	202	Sub-Saharan Africa	3	2	Africa	Region						Y15T19	15 to 19 years old	F	Female	[2003, 2008, 2013, 2018]	2003	2018	4
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	Y15T49	15 to 49 years old	F	Female	[2014]	2014	2014	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	Y15T49	15 to 49 years old	F	Female	[2016]	2016	2016	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	Y15T49	15 to 49 years old	F	Female	[2010]	2010	2010	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	Y15T49	15 to 49 years old	F	Female	[2006]	2006	2006	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	Y15T49	15 to 49 years old	F	Female	[2013]	2013	2013	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Y15T49	15 to 49 years old	F	Female	[2011]	2011	2011	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y15T49	15 to 49 years old	F	Female	[2016]	2016	2016	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	Y15T49	15 to 49 years old	F	Female	[2018]	2018	2018	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	Y15T49	15 to 49 years old	F	Female	[2016]	2016	2016	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	Y15T49	15 to 49 years old	F	Female	[2014]	2014	2014	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1	Y15T49	15 to 49 years old	F	Female	[2013]	2013	2013	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1	Y15T49	15 to 49 years old	F	Female	[2015]	2015	2015	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1	Y15T49	15 to 49 years old	F	Female	[2015]	2015	2015	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1	Y15T49	15 to 49 years old	F	Female	[2012]	2012	2012	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1	Y15T49	15 to 49 years old	F	Female	[2017]	2017	2017	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1	Y15T49	15 to 49 years old	F	Female	[2014]	2014	2014	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1	Y15T49	15 to 49 years old	F	Female	[2017]	2017	2017	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1	Y15T49	15 to 49 years old	F	Female	[2017]	2017	2017	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	706	Somalia	5	14	Eastern Africa	Country	46.20367477	4.406485729	SOM	1	1	Y15T49	15 to 49 years old	F	Female	[2006]	2006	2006	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1	Y15T49	15 to 49 years old	F	Female	[2014]	2014	2014	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1	Y15T49	15 to 49 years old	F	Female	[2014]	2014	2014	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1	Y15T49	15 to 49 years old	F	Female	[2016]	2016	2016	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1	Y15T49	15 to 49 years old	F	Female	[2015]	2015	2015	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	Y15T49	15 to 49 years old	F	Female	[2016]	2016	2016	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1	Y15T49	15 to 49 years old	F	Female	[2010]	2010	2010	1
SH_STA_FGMS	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	Y15T49	15 to 49 years old	F	Female	[2013]	2013	2013	1
