series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	value_2019	lowerbound_2019	upperbound_2019	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	1	World	1			Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	30.06908	30.02893	30.13884	31.15357	31.10631	31.21646	32.29768	32.25576	32.35593	33.04333	32.9961	33.09607	35.33571	35.28082	35.3829	36.21532	36.1621	36.26448	37.09126	37.04946	37.13651	38.75135	38.71024	38.79619	39.60665	39.56366	39.64968	40.27162	40.22545	40.31205	40.8525	40.81155	40.89333	41.27692	41.23287	41.31248	41.89151	41.85777	41.91917	42.51006	42.48615	42.53351	42.91317	42.89287	42.93732	43.12217	43.10341	43.14012	43.32493	43.30602	43.33883	43.53352	43.51834	43.54542	43.69799	43.69799	43.69799	43.71935	43.71935	43.71935	43.71935						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	12.36495	33.28297	33.28297	14.32273	34.096	34.096	27.32168	35.73165	35.73165	27.3234	36.22826	36.22826	27.32489	36.69832	36.69832	27.78817	37.48661	37.48661	27.87022	39.34402	39.34402	87.498	39.71205	39.71205	87.498	40.65507	40.65507	87.498	40.85189	40.85189	87.498	41.96437	41.96437	87.50232	42.0234	42.0234	87.50232	42.02585	42.02585	87.50232	42.4193	42.4193	87.50232	42.4769	42.4769	87.50232	42.4769	42.4769	87.50232	42.63653	42.63653	87.50232	42.69267	42.69267	87.50232	42.75904	42.75904	87.50232	42.75904	42.75904	87.50232						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	12.36317	0.0	0.0	14.05538	0.0	0.0	15.76282	0.0	0.0	16.62573	0.0	0.0	19.4327	0.0	0.0	20.29433	0.0	0.0	20.29433	0.0	0.0	20.29433	0.0	0.0	20.29433	0.0	0.0	20.29433	0.0	0.0	21.85479	0.0	0.0	21.85479	0.0	0.0	21.85479	0.0	0.0	22.7238	0.0	0.0	24.23173	30.62732	30.62732	24.23173	30.62732	30.62732	24.61301	30.62732	30.62732	24.94577	30.62732	30.62732	24.94577	30.62732	30.62732	24.94577	30.62732	30.62732	24.94577						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178	41.65676	41.65676	56.83178						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	31.8929	0.0	0.0	34.82405	0.0	0.0	36.00361	0.0	0.0	36.00361	0.0	0.0	36.00361	0.0	0.0	37.17085	0.0	0.0	37.17085	0.0	0.0	37.17085	0.0	0.0	37.17085	0.0	0.0	37.17085	0.0	0.0	37.17085	0.0	0.0	37.17085	0.0	0.0	39.51964	0.0	0.0	40.51379	0.0	0.0	45.22006	0.0	0.0	47.08478	0.0	0.0	47.08478	0.0	0.0	47.08478	0.0	0.0	47.08478	0.0	0.0	47.08478	0.0	0.0	47.08478						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	35.84592	66.7121	66.7121	35.84592	66.7121	66.7121	35.84592	66.7121	66.7121	35.84592	66.7121	66.7121	38.12248	66.7121	66.7121	38.12248	66.7121	66.7121	38.12248	66.7121	66.7121	39.32607	66.7121	66.7121	39.32607	66.7121	66.7121	39.53916	66.7121	66.7121	39.53916	66.7121	66.7121	39.53916	66.7121	66.7121	39.53916	66.7121	66.7121	39.53916	66.7121	66.7121	39.53916	66.7121	66.7121	39.54133	66.7121	66.7121	39.54133	66.7121	66.7121	39.54133	66.7121	66.7121	39.54133	66.7121	66.7121	39.54133	66.7121	66.7121	39.54133						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	14.87956	23.74604	23.92779	14.87956	24.30993	24.42559	14.87956	24.3694	24.47116	14.87956	24.47926	24.58103	14.87956	24.59452	24.69629	16.63395	24.63049	24.73226	16.63395	24.74891	24.85068	16.63395	24.74956	24.85132	16.63395	24.95692	25.05513	16.63395	25.41844	25.50949	16.63395	25.60618	25.69723	16.63395	25.63447	25.72544	16.63395	27.78822	27.85732	16.63395	27.98945	27.98949	16.63395	28.07367	28.07369	16.63395	28.07367	28.07369	16.63395	28.07776	28.07776	16.63395	28.07776	28.07776	16.63395	28.07776	28.07776	16.63395	28.07776	28.07776	16.63395						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	17.43858	56.83178	56.83178	20.09573	56.83178	56.83178	20.09573	56.83178	56.83178	20.09573	56.83178	56.83178	20.09573	56.83178	56.83178	20.09573	56.83178	56.83178	22.19689	56.83178	56.83178	23.23553	56.83178	56.83178	23.23553	56.83178	56.83178	24.68554	56.83178	56.83178	24.68554	56.83178	56.83178	24.68554	56.83178	56.83178	32.80019	56.83178	56.83178	35.32608	56.83178	56.83178	35.32608	56.83178	56.83178	35.32608	56.83178	56.83178	35.32608	56.83178	56.83178	35.32608	56.83178	56.83178	35.32608	56.83178	56.83178	35.32608	56.83178	56.83178	35.32608						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	17.90913	0.0	0.0	18.08667	0.0	0.0	18.25846	0.0	0.0	18.6001	0.0	0.0	18.63152	0.0	0.0	21.5081	9.41791	9.41791	21.61646	9.41791	9.41791	21.66681	9.41791	9.41791	22.90913	9.41791	9.41791	23.20274	9.41791	9.41791	26.01622	9.41791	9.41791	26.12577	9.41791	9.41791	26.24704	9.41791	9.41791	26.27412	12.02786	12.02786	26.34939	12.02786	12.02786	26.60351	12.02786	12.02786	26.95278	12.02786	12.02786	28.13818	12.02786	12.02786	28.13818	12.02786	12.02786	28.13818	12.02786	12.02786	28.13818						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	12.36495	12.36495	0.0	14.32273	14.32273	0.0	27.32168	27.32168	0.0	27.3234	27.3234	0.0	27.32489	27.32489	9.41791	27.78817	27.78817	9.41791	27.87022	27.87022	9.41791	87.498	87.498	9.41791	87.498	87.498	9.41791	87.498	87.498	9.41791	87.498	87.498	9.41791	87.50232	87.50232	9.41791	87.50232	87.50232	12.02786	87.50232	87.50232	12.02786	87.50232	87.50232	12.02786	87.50232	87.50232	12.02786	87.50232	87.50232	12.02786	87.50232	87.50232	12.02786	87.50232	87.50232	12.02786	87.50232	87.50232	12.02786						BirdLife International, IUCN and UNEP-WCMC (2019). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)		C: Country data
