series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global								36.4				26.0					24.6			24.6				Adult Education Survey (AES).		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global								37.9				27.5					24.5			24.5				Adult Education Survey (AES).		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global								35.0				24.6					24.7			24.7				Adult Education Survey (AES).		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	F	Female	[2015, 2017]	2015	2017	2	PT	Percentage	G	Global																2.13670799037092		0.317935242055926		0.317935242055926				Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	_T	Both sexes	[2015, 2017]	2015	2017	2	PT	Percentage	G	Global																2.13075172692854		0.350230184233434		0.350230184233434				Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	M	Male	[2015, 2017]	2015	2017	2	PT	Percentage	G	Global																2.1237652310502		0.388650488204943		0.388650488204943				Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	_T	Both sexes	[2014]	2014	2014	1	PT	Percentage	G	Global															1.5252841315985					1.5252841315985				Living standards survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	F	Female	[2000, 2001]	2000	2001	2	PT	Percentage	G	Global	0.507644798711439	0.340869401636634																		0.340869401636634				Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	M	Male	[2000, 2001]	2000	2001	2	PT	Percentage	G	Global	0.535176763788104	0.638075140710888																		0.638075140710888				Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	_T	Both sexes	[2000, 2001, 2007, 2008, 2010, 2012]	2000	2012	6	PT	Percentage	G	Global	0.520155264404429	0.529028982013592						0.606938427686497	0.590414841721997		0.707608833861512		1.17966626708205							1.17966626708205				[2000-2001,2012]: Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview. // [2007-2008,2010]: Household Socio-Economic Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	Both sexes	[2007]	2007	2007	1	PT	Percentage	G	Global								1.82256785961633												1.82256785961633				Household survey of Cameroon. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global													57.746352							57.746352				Programme for the International Assessment of Adult Competencies (PIAAC).		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global													58.389725							58.389725				Programme for the International Assessment of Adult Competencies (PIAAC).		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													57.107725							57.107725				Programme for the International Assessment of Adult Competencies (PIAAC).		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	M	Male	[2010, 2013, 2014, 2015, 2016]	2010	2016	5	PT	Percentage	G	Global											0.681989832315207			1.00936037026863	0.878821240699705	0.831972981695232	0.625183610411364			0.625183610411364				Sri Lanka Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	F	Female	[2010, 2013, 2014, 2015, 2016]	2010	2016	5	PT	Percentage	G	Global											0.805372365399169			1.0542635483837	1.1276609885393	1.08612623915673	1.00407361917107			1.00407361917107				Sri Lanka Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	_T	Both sexes	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6	PT	Percentage	G	Global											0.750104312514239	0.686081782967182		1.03363547835281	1.01249591692411	0.970108940827745	0.83200066585545			0.83200066585545				Sri Lanka Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global																41.700107				41.700107				Programme for the International Assessment of Adult Competencies (PIAAC).		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global																52.526327				52.526327				Programme for the International Assessment of Adult Competencies (PIAAC).		C: Country data
SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global																47.093358				47.093358				Programme for the International Assessment of Adult Competencies (PIAAC).		C: Country data
