series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	1	World	1			Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_1000000_POP	Per million population	G	Global	800.88713	818.89352	830.09204	858.64546	869.09512	903.33104	926.28428	955.6927	981.74106	1005.24243	1018.3967	1051.80135	1076.79242	1104.99261	1130.17157	1154.27646	1173.57483	1197.99336		1197.99336			 	UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics		E: Estimated data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_1000000_POP	Per million population	G	Global	1185.17766	1162.19205	1172.479	1228.67973	1268.87888	1307.79884	1354.47304	1478.61752	1513.00749	1601.3888	1478.65161	1613.03219	1540.76839	1683.79312	1821.92174	1977.29335	2237.29099	2125.18395		2125.18395				Statistical Office of the European Union (Eurostat): Eurostat Science and Technology database		C: Country data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2001, 2002, 2017]	2001	2017	3	PER_1000000_POP	Per million population	G	Global		12.15455	17.54637															29.07319		29.07319			[2001-2002]: Partialdata // [2017]: ExcludingBusinessenterprise;ExcludingPrivatenon-profit;Partialdata;Breakinserieswithpreviousyearforwhichdataareavailable	UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics		C: Country data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2002, 2015]	2002	2015	2	PER_1000000_POP	Per million population	G	Global			17.64162													30.36704				30.36704			[2002]: Partialdata // [2015]: Breakinserieswithpreviousyearforwhichdataareavailable	UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics		C: Country data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2005, 2017]	2005	2017	2	PER_1000000_POP	Per million population	G	Global						168.71935												819.3427		819.3427			[2005]: Partialdata // [2017]: Breakinserieswithpreviousyearforwhichdataareavailable	UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics		C: Country data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PER_1000000_POP	Per million population	G	Global	3527.48297	3708.21662	3719.25787	3913.5484	4098.00332	4250.05244	4323.08007	4595.39481	4715.39105	4451.47828	4646.30508	4780.08165	4627.4515	4623.11761	4541.84807	4523.09283	4263.75612			4263.75612			[2014]: Breakinserieswithpreviousyearforwhichdataareavailable	Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database		C: Country data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	127	Southern Asia (excluding India)	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_1000000_POP	Per million population	G	Global	140.57073	140.17895	139.82857	139.82689	139.87581	150.937	176.45858	194.19923	197.33136	192.16236	193.87625	187.6268	187.15393	187.58627	222.15008	257.93304	318.82514	379.63487		379.63487			 	UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics		E: Estimated data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2001, 2002, 2011]	2001	2011	3	PER_1000000_POP	Per million population	G	Global		103.27994	135.45516									50.11456								50.11456			[2001-2002]: Partialdata // [2011]: HigherEducationonly;Partialdata;Source:RegionalPublication;Breakinserieswithpreviousyearforwhichdataareavailable	[2001-2002]: UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics // [2011]: African Science, Technology and Innovation Indicators (ASTII) Initiative of the African Union/NEPAD Planning and Coordinating Agency (AU/NPCA): African Innovation Outlook series		C: Country data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	135	Caucasus and Central Asia	1			Group						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_1000000_POP	Per million population	G	Global	571.90014	568.33377	566.66449	549.78524	548.98076	565.01466	538.38652	510.24738	515.15813	509.83677	495.0437	510.41601	569.28163	595.34103	608.70532	610.58755	588.1977	566.43003		566.43003			 	UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics		E: Estimated data
GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	143	Central Asia	3	142	Asia	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PER_1000000_POP	Per million population	G	Global	459.08005	440.17223	445.52483	425.6508	425.1196	472.00704	442.27865	420.42697	419.05339	412.34917	400.92942	419.61515	467.23328	503.00153	516.1662	512.52678	491.68547	475.25487		475.25487			 	UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics		E: Estimated data
