series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2005	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	18.3	8.8	8.8			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	64.9	53.2	53.2			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	19.1	10.2	10.2			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	32.6	28.3	28.3			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research 		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	35.5	8.8	8.8			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	76.2	57.2	57.2			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	29.1	38.2	38.2			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	24.5	25.4	25.4			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research 		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	52.4	55.3	55.3			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	37.2	30.2	30.2			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	158	Other non-specified areas	4	30	Eastern Asia	Country						[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	10.9	5.6	5.6			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research 		C: Country data
VC_PRS_UNSEC	Unsentenced detainees as a proportion of overall prison population (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2005, 2017]	2005	2017	2	PT	Percentage	G	Global	41.1	33.7	33.7			[2005]: 2005: Data refer to 3 year average 2003-2005 // [2017]: 2017: Data refer to 3 year average 2015-2017	UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems		C: Country data
