series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	7.47826	Float						INEC based on National time use survey 2017		['']	C	PERCENT	RURAL	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	7.42881	Float						INEC based on National time use survey 2017		['']	C	PERCENT	URBAN	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	10.01456	Float						INEC based on National time use survey 2017		['']	C	PERCENT	URBAN	MALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	6.19335	Float						INEC based on National time use survey 2017		['']	C	PERCENT	RURAL	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	8.69241	Float						INEC based on National time use survey 2017		['']	C	PERCENT	RURAL	MALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	20.28995	Float						INEC based on National time use survey 2017		['']	C	PERCENT	RURAL	FEMALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	21.02436	Float						INEC based on National time use survey 2017		['']	C	PERCENT	RURAL	FEMALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	5.04161	Float						INEC based on National time use survey 2017		['']	C	PERCENT	RURAL	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	23.95989	Float						INEC based on National time use survey 2017		['']	C	PERCENT	RURAL	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	188	Costa Rica	2017.0	15.31533	Float						INEC based on National time use survey 2017		['']	C	PERCENT	RURAL	FEMALE	15-24	G
