series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Reporting Type
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2000.0	10.0215	Float						Rapport de l'enquête sur les objectives de la fin de decennie sur l'enfance (MICS-II-2000). Dakar, Senegal, Novembre 2000 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2005.0	8.66509	Float						Enquête démographique et de santé au Sénégal 2005. Demographic and Health Surveys. Calverton, Maryland, USA : Centre de Recherche pour le Développement Humain [Sénégal] et ORC Macro, 2006 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2011.0	9.75072	Float						Enquête démographique et de santé à indicateurs multiples au Sénégal (EDS-MICS) 2010-2011. Demographic and Health Surveys and MICS. Calverton, Maryland, USA: ANSD et ICF International, 2012 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2012.0	8.7	Float						Rapport final SMART 2012. Dakar, Senegal: CLM, 2013 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2013.0	8.99783	Float						Enquête démographique et de santé continue (EDS-Continue 2012-2013). Demographic and Health Surveys. Calverton, Maryland, USA: ANSD et ICF International., 2013 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2014.0	5.87542	Float						Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2014). Rockville, Maryland, USA : ANSD et ICF International, 2015 (and additional analysis)		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2015.0	7.7631	Float						Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2015).  Octobre 2016 (and additional analysis)		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2016.0	7.1317	Float						Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue) 2016. August 2017 (and additional analysis)		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2017.0	9.00958	Float						Enquête Démographique et de Santé Continue du Sénégal, Cinquième Phase 2017 : Rapport de synthèse. Rockville, Maryland, USA : ANSD et ICF (and additional analysis)		['']	CA	PER_POP_U5	<5Y	G
SH_STA_WASTE	Proportion of children moderately or severely wasted (%)	686	Senegal	2019.0	8.13983	Float						Enquete Nationale de Securite Alimentaire, Nutrition et Resilience, Senegal 2019		['']	CA	PER_POP_U5	<5Y	G
