series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2000.0	1.11111	Float						National Statistical Office based on Time Use Survey (pilot)		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2000.0	3.20417	Float						National Statistical Office based on Time Use Survey (pilot)		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2007.0	2.84722	Float						National Statistical Office based on Time Use Survey 2007		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2007.0	1.04167	Float						National Statistical Office based on Time Use Survey 2007		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2011.0	3.75	Float						National Statistical Office based on Time use survey 2011		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2011.0	1.38889	Float						National Statistical Office based on Time use survey 2011		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	2.19931	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.63611	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12-14	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	4.22569	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	15-24	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	5.15903	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	25-44	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	2.04028	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	45-54	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	3.66042	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	55-64	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.76875	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.90556	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	3.51667	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12-14	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	4.50139	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	15-24	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	3.06667	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	65+	URBAN	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	3.625	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	25-44	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.76806	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12-14	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.26597	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.73333	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.13819	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.11111	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12+	RURAL	MALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	2.9875	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	1.75972	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	45-54	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	2.18194	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	55-64	RURAL	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	2.29167	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	65+	URBAN	FEMALE	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	496	Mongolia	2015.0	2.46111	Float						National Statistical Office based on Time use survey 2015		['Results provided for this questionnaire are produced based on the survey respondents and not weighted.']	C	PERCENT	12-14	URBAN	MALE	G
