series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	1.2	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	BOTHSEX	G	_T	RELIGION
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	0.6	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	FEMALE	G	_T	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	1.2	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	FEMALE	G	_T	RELIGION
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	1.2	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	MALE	G	_T	RELIGION
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	0.4	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	MALE	G	_T	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	2.9	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	MALE	G	_T	GEO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	4.8	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	MALE	G	_T	SOCIOECON
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	4.2	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	FEMALE	G	_T	SOCIOECON
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	2.6	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	BOTHSEX	G	_T	GEO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	4.5	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	BOTHSEX	G	_T	SOCIOECON
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	2018.0	2.2	Float						National Statistical Office - Rule of Law and Access to Justice Survey		['Time period: refers only to occurrences in the last 12 months. Age: 18 years and over. Sample size: 13866 households were reached at the total level and 11602 households responded. Discrimination grounds (8): sex, age, disability, religion, socio-economic status, race (skin colour), place of residence, political / intellectual / family affiliation.']	C	PERCENT	FEMALE	G	_T	GEO
