series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2008.0	12.94454	Float						Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2008.0	7.5709	Float						Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2009.0	14.60432	Float						Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2009.0	18.83602	Float						Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2010.0	14.0517	Float						Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		['Encuesta Nacional de Hogares (ENAHO)']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2010.0	4.91342	Float						Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		['Encuesta Nacional de Hogares (ENAHO)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2011.0	5.12052	Float						Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		['Encuesta Nacional de Hogares (ENAHO)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2011.0	14.4034	Float						Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		['Encuesta Nacional de Hogares (ENAHO)']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2012.0	15.02844	Float						Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		['Encuesta Nacional de Hogares (ENAHO)']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2012.0	4.61524	Float						Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		['Encuesta Nacional de Hogares (ENAHO)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2014.0	5.82746	Float						Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		['Encuesta Nacional de Hogares (ENAHO)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	188	Costa Rica	2014.0	15.58205	Float						Instituto Nacional de Estadistica  y Censos - Ente Ejecutor - Costa Rica		['Encuesta Nacional de Hogares (ENAHO)']	CA	PERCENT	G	_T
